,dataset,#teams,#skills,#experts
408,0,3,[],[m856-m922-m923]
785,1,3,[s1],[m883-m958-m1018]
282,2,8,[s3-s17],[m65-m75-m77-m79-m80-m115-m551-m552]
944,1,4,[s10],[m1147-m1148-m1151-m1152]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
521,1,6,[s1],[m856-m923-m930-m939-m958-m1003]
945,1,3,[s10],[m1170-m1171-m1192]
946,1,5,[s1],[m856-m924-m927-m931-m968]
770,0,5,[],[m894-m931-m938-m964-m1032]
300,8,11,[s0-s1-s3-s4-s8-s10-s14-s15],[m213-m289-m290-m291-m292-m293-m300-m302-m304-m420-m421]
947,1,3,[s1],[m856-m894-m924]
743,0,4,[],[m1102-m1103-m1104-m1105]
948,3,6,[s3-s4-s15],[m159-m160-m177-m192-m305-m432]
810,1,5,[s4],[m882-m883-m884-m928-m1098]
1684,1,3,[s0],[m789-m1073-m1154]
859,1,4,[s4],[m881-m882-m884-m928]
607,1,3,[s1],[m923-m947-m958]
746,1,11,[s1],[m856-m883-m893-m894-m923-m924-m927-m930-m931-m957-m958]
839,0,5,[],[m856-m894-m924-m931-m969]
710,1,4,[s1],[m856-m894-m924-m927]
737,1,3,[s1],[m893-m964-m1032]
0,3,5,[s0-s1-s3],[m1-m6-m59-m126-m265]
752,1,4,[s1],[m893-m931-m938-m1032]
517,1,6,[s1],[m856-m894-m922-m923-m938-m939]
849,1,5,[s1],[m856-m894-m924-m927-m931]
881,0,3,[],[m923-m957-m958]
99,1,3,[s3],[m671-m672-m673]
733,3,7,[s0-s1-s3],[m1-m33-m34-m35-m36-m37-m658]
786,1,3,[s1],[m893-m931-m1032]
849,1,5,[s1],[m856-m894-m924-m927-m931]
1194,0,4,[],[m856-m922-m923-m962]
415,0,4,[],[m894-m931-m938-m964]
485,1,5,[s4],[m881-m882-m883-m884-m928]
724,1,4,[s1],[m923-m930-m958-m1033]
408,0,3,[],[m856-m922-m923]
1760,2,6,[s3-s4],[m141-m143-m145-m191-m194-m710]
717,2,3,[s1-s10],[m188-m600-m819]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
732,1,4,[s4],[m882-m883-m928-m1088]
762,1,5,[s14],[m785-m787-m1109-m1110-m1111]
773,2,15,[s1-s10],[m540-m1062-m1064-m1066-m1068-m1074-m1075-m1076-m1077-m1078-m1082-m1083-m1084-m1085-m1086]
485,1,5,[s4],[m881-m882-m883-m884-m928]
734,1,3,[s1],[m964-m1032-m1090]
0,3,3,[s3-s4-s15],[m322-m559-m741]
783,1,6,[s1],[m922-m931-m938-m939-m1015-m1016]
7,6,28,[s0-s1-s3-s8-s10-s17],[m87-m88-m89-m90-m91-m92-m93-m94-m95-m96-m97-m98-m99-m100-m101-m102-m103-m104-m105-m106-m107-m108-m109-m110-m111-m112-m113-m114]
1040,1,9,[s1],[m856-m893-m922-m923-m927-m931-m938-m963-m1035]
0,3,16,[s3-s14-s15],[m567-m568-m569-m570-m576-m577-m597-m777-m778-m835-m837-m843-m850-m851-m860-m876]
0,1,20,[s4],[m118-m195-m285-m286-m287-m314-m315-m316-m357-m364-m370-m371-m438-m534-m536-m609-m650-m652-m653-m782]
1701,1,5,[s10],[m1-m1147-m1148-m1149-m1151]
210,9,4,[s0-s1-s2-s3-s6-s9-s10-s11-s17],[m127-m128-m129-m130]
842,0,4,[],[m922-m930-m972-m1032]
949,1,7,[s1],[m856-m894-m922-m923-m938-m939-m1001]
909,3,3,[s3-s4-s14],[m785-m786-m787]
1260,1,6,[s1],[m1-m6-m59-m131-m308-m309]
452,1,6,[s4],[m881-m882-m883-m928-m979-m981]
1947,1,7,[s1],[m856-m893-m894-m924-m925-m926-m1107]
1045,1,6,[s1],[m856-m894-m924-m931-m969-m1042]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
738,2,4,[s1-s3],[m7-m8-m69-m124]
988,1,3,[s1],[m927-m930-m931]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
950,1,5,[s4],[m881-m882-m883-m928-m1163]
2647,2,6,[s1-s17],[m1-m563-m598-m684-m726-m727]
964,2,4,[s1-s3],[m397-m890-m891-m892]
410,1,4,[s4],[m881-m882-m883-m928]
755,2,9,[s0-s3],[m1-m74-m255-m256-m257-m258-m260-m728-m959]
2038,1,3,[s1],[m7-m8-m321]
235,1,3,[s1],[m323-m324-m325]
1341,1,4,[s1],[m924-m962-m1032-m1079]
720,1,5,[s4],[m881-m883-m884-m928-m1070]
2227,1,3,[s1],[m6-m152-m171]
925,1,3,[s17],[m820-m821-m822]
448,1,3,[s1],[m856-m924-m927]
457,1,6,[s4],[m883-m884-m928-m979-m997-m998]
2112,1,7,[s1],[m922-m931-m938-m939-m1015-m1016-m1042]
718,1,4,[s1],[m856-m924-m927-m931]
736,1,8,[s1],[m883-m923-m924-m927-m930-m931-m965-m1032]
783,1,6,[s1],[m922-m931-m938-m939-m1015-m1016]
809,2,6,[s0-s1],[m1-m789-m790-m1073-m1096-m1131]
790,1,7,[s0],[m1-m74-m255-m258-m260-m728-m959]
1345,1,5,[s1],[m923-m930-m957-m958-m1058]
792,3,4,[s1-s3-s4],[m882-m883-m928-m1090]
0,1,4,[s8],[m509-m718-m719-m722]
412,1,9,[s1],[m856-m922-m923-m927-m930-m931-m945-m946-m947]
521,1,6,[s1],[m856-m923-m930-m939-m958-m1003]
458,1,3,[s4],[m882-m883-m928]
418,1,8,[s1],[m856-m893-m922-m923-m927-m931-m938-m963]
553,1,11,[s1],[m883-m893-m894-m924-m927-m930-m931-m938-m957-m958-m969]
76,2,19,[s1-s10],[m182-m183-m184-m185-m187-m270-m271-m320-m347-m348-m349-m350-m351-m352-m470-m480-m481-m482-m711]
784,1,7,[s4],[m881-m882-m883-m928-m979-m981-m1090]
505,1,6,[s1],[m856-m893-m894-m924-m925-m926]
1179,1,3,[s8],[m376-m431-m917]
783,1,6,[s1],[m922-m931-m938-m939-m1015-m1016]
410,1,4,[s4],[m881-m882-m883-m928]
762,1,5,[s14],[m785-m787-m1109-m1110-m1111]
517,1,6,[s1],[m856-m894-m922-m923-m938-m939]
515,1,8,[s1],[m1-m856-m923-m924-m930-m931-m958-m1022]
951,3,4,[s1-s3-s11],[m171-m537-m574-m716]
98,4,8,[s3-s4-s14-s15],[m141-m143-m144-m145-m160-m161-m191-m194]
722,1,3,[s4],[m139-m1055-m1056]
476,1,4,[s4],[m882-m883-m884-m928]
125,4,7,[s3-s4-s14-s15],[m141-m143-m144-m145-m191-m194-m710]
1705,1,3,[s1],[m931-m1032-m1101]
840,1,4,[s10],[m1036-m1037-m1038-m1039]
496,1,5,[s1],[m922-m938-m939-m1015-m1016]
770,0,5,[],[m894-m931-m938-m964-m1032]
0,2,7,[s3-s10],[m254-m525-m724-m729-m731-m810-m837]
415,0,4,[],[m894-m931-m938-m964]
474,0,3,[],[m922-m923-m931]
1679,1,14,[s0],[m676-m789-m797-m983-m986-m987-m989-m991-m993-m995-m1002-m1019-m1020-m1021]
2671,1,3,[s1],[m931-m958-m1138]
889,1,16,[s0],[m676-m788-m789-m794-m796-m983-m984-m986-m987-m989-m991-m1019-m1020-m1045-m1130-m1150]
624,1,3,[s1],[m856-m931-m1014]
0,0,3,[],[m922-m999-m1132]
3241,1,4,[s1],[m931-m1032-m1044-m1132]
883,1,11,[s1],[m856-m922-m923-m927-m930-m931-m945-m946-m947-m964-m1032]
624,1,3,[s1],[m856-m931-m1014]
269,0,24,[],[m298-m313-m433-m434-m435-m444-m445-m446-m447-m448-m449-m450-m451-m452-m453-m454-m455-m456-m457-m458-m459-m460-m461-m462]
754,1,8,[s1],[m883-m924-m927-m930-m931-m958-m1022-m1024]
769,1,4,[s1],[m924-m931-m949-m1079]
2857,1,7,[s8],[m154-m508-m514-m533-m583-m585-m632]
518,1,4,[s1],[m923-m930-m957-m958]
554,0,30,[],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
1676,3,29,[s0-s1-s3],[m60-m150-m152-m242-m250-m328-m329-m330-m331-m332-m333-m334-m335-m336-m337-m338-m339-m340-m341-m342-m343-m344-m345-m484-m627-m629-m630-m631-m856]
727,2,3,[s3-s4],[m1059-m1060-m1061]
952,2,3,[s1-s3],[m7-m8-m186]
745,3,11,[s1-s4-s10],[m1062-m1063-m1064-m1065-m1066-m1067-m1068-m1069-m1085-m1092-m1093]
553,1,11,[s1],[m883-m893-m894-m924-m927-m930-m931-m938-m957-m958-m969]
607,1,3,[s1],[m923-m947-m958]
729,3,8,[s1-s4-s10],[m1062-m1063-m1064-m1065-m1066-m1067-m1068-m1069]
1108,1,6,[s1],[m856-m894-m924-m927-m931-m1001]
418,1,8,[s1],[m856-m893-m922-m923-m927-m931-m938-m963]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
0,2,3,[s1-s3],[m1-m7-m272]
769,1,4,[s1],[m924-m931-m949-m1079]
816,1,28,[s1],[m6-m7-m8-m13-m326-m464-m491-m492-m493-m494-m502-m503-m811-m813-m816-m817-m861-m862-m863-m864-m865-m866-m887-m953-m954-m955-m956-m1013]
445,1,7,[s1],[m883-m923-m924-m927-m930-m931-m965]
827,2,14,[s1-s10],[m540-m1062-m1064-m1066-m1068-m1074-m1075-m1076-m1077-m1078-m1082-m1084-m1085-m1086]
783,1,6,[s1],[m922-m931-m938-m939-m1015-m1016]
953,1,4,[s0],[m788-m789-m1071-m1073]
458,1,3,[s4],[m882-m883-m928]
917,0,6,[],[m856-m893-m894-m924-m931-m1032]
954,1,5,[s1],[m923-m930-m958-m1005-m1018]
885,1,14,[s0],[m676-m789-m807-m983-m985-m986-m987-m989-m991-m993-m1007-m1020-m1021-m1153]
934,1,3,[s1],[m1114-m1116-m1117]
732,1,4,[s4],[m882-m883-m928-m1088]
1075,3,29,[s0-s1-s3],[m6-m60-m150-m152-m242-m250-m328-m329-m330-m331-m332-m333-m334-m335-m336-m337-m338-m339-m340-m341-m342-m343-m344-m484-m627-m628-m629-m630-m631]
734,1,3,[s1],[m964-m1032-m1090]
1661,1,9,[s1],[m1-m856-m923-m924-m930-m931-m958-m1022-m1049]
955,3,3,[s1-s3-s17],[m123-m124-m125]
767,1,12,[s1],[m883-m893-m894-m924-m927-m930-m931-m938-m957-m958-m969-m1032]
410,1,4,[s4],[m881-m882-m883-m928]
1048,1,6,[s1],[m465-m1010-m1011-m1012-m1137-m1155]
803,2,8,[s0-s3],[m1-m74-m256-m257-m259-m260-m728-m1041]
0,5,16,[s3-s4-s10-s14-s15],[m567-m569-m570-m575-m576-m577-m777-m778-m833-m834-m835-m837-m842-m843-m844-m857]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
718,1,4,[s1],[m856-m924-m927-m931]
76,2,19,[s1-s10],[m182-m183-m184-m185-m187-m270-m271-m320-m347-m348-m349-m350-m351-m352-m470-m480-m481-m482-m711]
933,1,3,[s1],[m964-m1032-m1042]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
956,4,3,[s3-s4-s8-s10],[m1-m757-m966]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
1225,1,5,[s1],[m856-m894-m924-m927-m1001]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
957,5,3,[s3-s4-s8-s14-s15],[m253-m278-m279]
0,1,3,[s4],[m6-m29-m74]
784,1,7,[s4],[m881-m882-m883-m928-m979-m981-m1090]
445,1,7,[s1],[m883-m923-m924-m927-m930-m931-m965]
0,3,4,[s3-s4-s14],[m9-m18-m122-m1172]
751,1,3,[s1],[m236-m437-m595]
1217,1,6,[s1],[m922-m938-m939-m1015-m1016-m1142]
958,4,3,[s0-s1-s3-s10],[m39-m265-m437]
811,2,25,[s0-s1],[m449-m686-m687-m688-m689-m690-m691-m692-m693-m694-m695-m696-m697-m698-m699-m700-m701-m702-m703-m704-m705-m706-m707-m708-m709]
0,5,4,[s0-s1-s3-s5-s10],[m201-m563-m685-m818]
730,0,4,[],[m923-m930-m958-m1018]
849,1,5,[s1],[m856-m894-m924-m927-m931]
785,1,3,[s1],[m883-m958-m1018]
740,1,3,[s1],[m856-m931-m938]
1583,1,5,[s1],[m1-m6-m7-m126-m682]
729,3,8,[s1-s4-s10],[m1062-m1063-m1064-m1065-m1066-m1067-m1068-m1069]
757,1,3,[s1],[m964-m1001-m1032]
0,1,6,[s10],[m254-m555-m565-m566-m567-m738]
755,2,9,[s0-s3],[m1-m74-m255-m256-m257-m258-m260-m728-m959]
879,2,3,[s0-s1],[m1-m1160-m1161]
881,0,3,[],[m923-m957-m958]
754,1,8,[s1],[m883-m924-m927-m930-m931-m958-m1022-m1024]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
485,1,5,[s4],[m881-m882-m883-m884-m928]
735,3,3,[s1-s3-s17],[m131-m471-m829]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
839,0,5,[],[m856-m894-m924-m931-m969]
0,3,8,[s3-s4-s8],[m189-m419-m440-m498-m499-m500-m506-m533]
434,0,3,[],[m922-m930-m972]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
496,1,5,[s1],[m922-m938-m939-m1015-m1016]
725,1,3,[s1],[m924-m931-m969]
415,0,4,[],[m894-m931-m938-m964]
715,0,3,[],[m923-m947-m958]
730,0,4,[],[m923-m930-m958-m1018]
235,1,3,[s1],[m323-m324-m325]
523,1,4,[s4],[m881-m883-m884-m928]
959,1,4,[s1],[m924-m931-m949-m1054]
412,1,9,[s1],[m856-m922-m923-m927-m930-m931-m945-m946-m947]
0,1,4,[s8],[m467-m582-m585-m602]
793,1,4,[s1],[m883-m958-m1018-m1027]
724,1,4,[s1],[m923-m930-m958-m1033]
2351,1,4,[s1],[m894-m923-m947-m958]
676,2,3,[s3-s4],[m1-m919-m920]
0,2,8,[s4-s12],[m881-m882-m883-m928-m979-m981-m1090-m1119]
457,1,6,[s4],[m883-m884-m928-m979-m997-m998]
960,1,3,[s1],[m1-m125-m126]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
457,1,6,[s4],[m883-m884-m928-m979-m997-m998]
0,1,11,[s1],[m262-m310-m311-m312-m589-m592-m598-m685-m726-m727-m1161]
745,3,11,[s1-s4-s10],[m1062-m1063-m1064-m1065-m1066-m1067-m1068-m1069-m1085-m1092-m1093]
518,1,4,[s1],[m923-m930-m957-m958]
3347,1,5,[s1],[m856-m924-m927-m931-m1134]
0,3,3,[s1-s3-s17],[m1-m74-m202]
1566,1,8,[s1],[m883-m923-m924-m927-m930-m931-m965-m1001]
811,2,25,[s0-s1],[m449-m686-m687-m688-m689-m690-m691-m692-m693-m694-m695-m696-m697-m698-m699-m700-m701-m702-m703-m704-m705-m706-m707-m708-m709]
474,0,3,[],[m922-m923-m931]
410,1,4,[s4],[m881-m882-m883-m928]
841,0,3,[],[m856-m894-m924]
961,1,9,[s1],[m791-m1008-m1025-m1052-m1072-m1073-m1099-m1129-m1153]
736,1,8,[s1],[m883-m923-m924-m927-m930-m931-m965-m1032]
434,0,3,[],[m922-m930-m972]
435,0,4,[],[m856-m922-m948-m971]
831,1,3,[s1],[m1011-m1012-m1155]
0,2,5,[s1-s17],[m7-m8-m124-m126-m263]
0,0,4,[],[m567-m777-m843-m850]
748,1,4,[s1],[m923-m930-m958-m1018]
1485,1,5,[s1],[m856-m924-m927-m931-m1091]
962,7,6,[s0-s1-s2-s3-s4-s7-s8],[m1-m6-m40-m59-m60-m207]
440,1,7,[s1],[m856-m893-m922-m923-m931-m938-m947]
963,1,3,[s4],[m882-m883-m923]
696,1,3,[s4],[m884-m928-m998]
964,2,4,[s1-s3],[m397-m890-m891-m892]
607,1,3,[s1],[m923-m947-m958]
420,1,3,[s10],[m942-m943-m944]
3163,6,4,[s0-s1-s3-s10-s12-s14],[m509-m515-m516-m593]
0,6,6,[s3-s4-s8-s10-s14-s15],[m525-m553-m554-m724-m738-m810]
745,3,11,[s1-s4-s10],[m1062-m1063-m1064-m1065-m1066-m1067-m1068-m1069-m1085-m1092-m1093]
806,1,7,[s0],[m487-m488-m489-m1114-m1116-m1117-m1118]
1190,4,10,[s3-s4-s14-s15],[m567-m730-m735-m778-m832-m833-m842-m843-m845-m850]
521,1,6,[s1],[m856-m923-m930-m939-m958-m1003]
434,0,3,[],[m922-m930-m972]
723,1,3,[s1],[m924-m931-m949]
523,1,4,[s4],[m881-m883-m884-m928]
517,1,6,[s1],[m856-m894-m922-m923-m938-m939]
756,1,16,[s0],[m679-m789-m797-m983-m986-m987-m989-m991-m1020-m1046-m1047-m1125-m1126-m1127-m1128-m1129]
754,1,8,[s1],[m883-m924-m927-m930-m931-m958-m1022-m1024]
418,1,8,[s1],[m856-m893-m922-m923-m927-m931-m938-m963]
515,1,8,[s1],[m1-m856-m923-m924-m930-m931-m958-m1022]
965,1,3,[s1],[m931-m964-m1032]
767,1,12,[s1],[m883-m893-m894-m924-m927-m930-m931-m938-m957-m958-m969-m1032]
554,0,30,[],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
1074,1,3,[s1],[m924-m931-m1079]
0,1,6,[s1],[m856-m924-m927-m931-m1141-m1142]
0,1,13,[s0],[m1-m676-m788-m789-m790-m792-m794-m985-m992-m995-m1019-m1020-m1045]
767,1,12,[s1],[m883-m893-m894-m924-m927-m930-m931-m938-m957-m958-m969-m1032]
966,1,3,[s10],[m1170-m1171-m1190]
1059,1,4,[s1],[m931-m1032-m1094-m1132]
1378,1,4,[s10],[m1-m1147-m1148-m1152]
786,1,3,[s1],[m893-m931-m1032]
418,1,8,[s1],[m856-m893-m922-m923-m927-m931-m938-m963]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
853,2,5,[s14-s15],[m785-m787-m1109-m1110-m1111]
547,1,4,[s8],[m824-m825-m826-m880]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
813,1,9,[s1],[m883-m924-m930-m931-m938-m957-m958-m965-m1079]
745,3,11,[s1-s4-s10],[m1062-m1063-m1064-m1065-m1066-m1067-m1068-m1069-m1085-m1092-m1093]
873,1,10,[s1],[m788-m789-m790-m791-m807-m1025-m1072-m1096-m1097-m1126]
720,1,5,[s4],[m881-m883-m884-m928-m1070]
790,1,7,[s0],[m1-m74-m255-m258-m260-m728-m959]
0,3,4,[s1-s3-s4],[m882-m883-m928-m1163]
730,0,4,[],[m923-m930-m958-m1018]
554,0,30,[],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
851,0,3,[],[m655-m776-m800]
712,1,30,[s4],[m309-m578-m743-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m764-m765-m766-m767-m768-m769-m770-m771-m772-m773]
511,1,7,[s1],[m883-m924-m927-m930-m958-m1022-m1024]
488,1,6,[s1],[m856-m893-m894-m927-m930-m931]
866,1,6,[s1],[m922-m938-m939-m1015-m1016-m1054]
2136,2,7,[s1-s4],[m881-m882-m883-m928-m979-m981-m1090]
0,1,3,[s4],[m29-m205-m267]
505,1,6,[s1],[m856-m893-m894-m924-m925-m926]
749,1,8,[s1],[m856-m893-m922-m923-m931-m938-m947-m1032]
628,1,4,[s1],[m895-m896-m898-m932]
711,0,5,[],[m883-m923-m958-m1018-m1023]
434,0,3,[],[m922-m930-m972]
967,1,3,[s10],[m1147-m1148-m1151]
754,1,8,[s1],[m883-m924-m927-m930-m931-m958-m1022-m1024]
1353,1,4,[s1],[m883-m958-m1018-m1107]
1488,1,7,[s1],[m1-m790-m792-m1072-m1073-m1096-m1126]
0,1,6,[s1],[m856-m924-m927-m931-m1091-m1094]
435,0,4,[],[m856-m922-m948-m971]
729,3,8,[s1-s4-s10],[m1062-m1063-m1064-m1065-m1066-m1067-m1068-m1069]
1366,1,4,[s1],[m923-m947-m958-m1095]
411,1,6,[s4],[m881-m882-m883-m884-m928-m929]
1109,1,6,[s1],[m856-m894-m924-m927-m931-m1042]
729,3,8,[s1-s4-s10],[m1062-m1063-m1064-m1065-m1066-m1067-m1068-m1069]
792,3,4,[s1-s3-s4],[m882-m883-m928-m1090]
968,1,5,[s4],[m881-m883-m884-m928-m1106]
753,2,8,[s1-s10],[m540-m1064-m1066-m1074-m1075-m1076-m1077-m1078]
945,1,3,[s10],[m1170-m1171-m1192]
517,1,6,[s1],[m856-m894-m922-m923-m938-m939]
969,1,4,[s1],[m924-m931-m969-m1032]
881,0,3,[],[m923-m957-m958]
724,1,4,[s1],[m923-m930-m958-m1033]
746,1,11,[s1],[m856-m883-m893-m894-m923-m924-m927-m930-m931-m957-m958]
283,10,6,[s0-s2-s3-s4-s8-s10-s11-s12-s14-s15],[m283-m556-m557-m558-m559-m742]
1457,1,7,[s1],[m856-m923-m930-m939-m958-m1003-m1004]
721,3,3,[s1-s3-s17],[m124-m126-m712]
1349,1,3,[s1],[m964-m1032-m1054]
3208,1,4,[s8],[m135-m466-m467-m585]
826,0,4,[],[m882-m883-m923-m1090]
38,1,3,[s1],[m1-m124-m126]
970,0,3,[],[m136-m483-m485]
0,1,3,[s1],[m922-m1091-m1094]
804,1,7,[s4],[m883-m884-m928-m979-m997-m998-m1090]
971,1,7,[s1],[m465-m1011-m1050-m1136-m1137-m1143-m1144]
758,1,3,[s1],[m477-m478-m479]
851,0,3,[],[m655-m776-m800]
474,0,3,[],[m922-m923-m931]
474,0,3,[],[m922-m923-m931]
474,0,3,[],[m922-m923-m931]
511,1,7,[s1],[m883-m924-m927-m930-m958-m1022-m1024]
607,1,3,[s1],[m923-m947-m958]
0,4,3,[s3-s4-s5-s10],[m117-m211-m490]
418,1,8,[s1],[m856-m893-m922-m923-m927-m931-m938-m963]
769,1,4,[s1],[m924-m931-m949-m1079]
715,0,3,[],[m923-m947-m958]
0,3,7,[s1-s3-s4],[m1-m23-m151-m469-m474-m475-m476]
445,1,7,[s1],[m883-m923-m924-m927-m930-m931-m965]
476,1,4,[s4],[m882-m883-m884-m928]
510,1,3,[s1],[m856-m893-m927]
496,1,5,[s1],[m922-m938-m939-m1015-m1016]
927,1,3,[s4],[m895-m896-m932]
972,3,4,[s1-s3-s4],[m274-m275-m276-m294]
973,3,15,[s0-s3-s4],[m165-m400-m401-m402-m403-m404-m405-m406-m407-m408-m409-m410-m411-m412-m413]
442,0,6,[],[m922-m930-m933-m934-m935-m936]
904,1,4,[s1],[m856-m931-m938-m1032]
839,0,5,[],[m856-m894-m924-m931-m969]
729,3,8,[s1-s4-s10],[m1062-m1063-m1064-m1065-m1066-m1067-m1068-m1069]
974,1,9,[s1],[m856-m893-m922-m923-m931-m938-m947-m1032-m1087]
572,6,26,[s0-s1-s3-s10-s12-s16],[m197-m198-m199-m200-m714-m827-m828-m901-m902-m903-m904-m905-m906-m907-m908-m909-m910-m911-m912-m913-m914-m915-m916-m917-m973-m974]
743,0,4,[],[m1102-m1103-m1104-m1105]
731,1,3,[s1],[m924-m1032-m1079]
0,1,10,[s1],[m1-m856-m923-m924-m930-m931-m958-m1022-m1057-m1058]
753,2,8,[s1-s10],[m540-m1064-m1066-m1074-m1075-m1076-m1077-m1078]
553,1,11,[s1],[m883-m893-m894-m924-m927-m930-m931-m938-m957-m958-m969]
458,1,3,[s4],[m882-m883-m928]
2449,0,8,[],[m567-m577-m777-m843-m853-m857-m874-m876]
810,1,5,[s4],[m882-m883-m884-m928-m1098]
785,1,3,[s1],[m883-m958-m1018]
495,2,24,[s0-s1],[m449-m686-m687-m688-m689-m690-m691-m692-m693-m695-m696-m697-m698-m699-m700-m701-m702-m703-m704-m705-m706-m707-m708-m709]
1785,1,3,[s1],[m893-m1032-m1054]
975,7,8,[s1-s3-s4-s5-s10-s14-s15],[m566-m568-m723-m724-m725-m729-m730-m731]
0,2,21,[s3-s4],[m567-m570-m735-m777-m778-m832-m833-m834-m836-m837-m843-m844-m850-m853-m855-m860-m874-m875-m876-m879-m937]
793,1,4,[s1],[m883-m958-m1018-m1027]
607,1,3,[s1],[m923-m947-m958]
976,3,9,[s1-s3-s8],[m7-m8-m30-m32-m295-m367-m550-m623-m736]
865,1,6,[s4],[m882-m883-m884-m928-m1090-m1098]
742,1,18,[s1],[m679-m789-m791-m798-m983-m984-m985-m986-m987-m988-m989-m990-m991-m992-m993-m994-m995-m996]
517,1,6,[s1],[m856-m894-m922-m923-m938-m939]
607,1,3,[s1],[m923-m947-m958]
412,1,9,[s1],[m856-m922-m923-m927-m930-m931-m945-m946-m947]
408,0,3,[],[m856-m922-m923]
0,8,3,[s0-s1-s3-s4-s8-s10-s14-s17],[m1-m136-m377]
276,3,3,[s0-s1-s4],[m151-m870-m871]
964,2,4,[s1-s3],[m397-m890-m891-m892]
888,1,3,[s10],[m1147-m1148-m1149]
508,2,4,[s3-s4],[m428-m878-m975-m976]
780,0,4,[],[m856-m922-m923-m964]
714,1,10,[s1],[m856-m883-m893-m894-m923-m924-m927-m930-m957-m958]
749,1,8,[s1],[m856-m893-m922-m923-m931-m938-m947-m1032]
0,0,3,[],[m567-m575-m843]
977,1,3,[s1],[m924-m931-m1035]
731,1,3,[s1],[m924-m1032-m1079]
0,3,3,[s3-s4-s14],[m1-m6-m29]
