,dataset,#teams,#skills,#experts
860,1,8,[s1],[m2-m790-m793-m808-m1026-m1027-m1073-m1131]
724,1,4,[s2],[m924-m931-m959-m1034]
0,1,6,[s2],[m925-m932-m950-m1080-m1142-m1143]
839,0,5,[],[m857-m895-m925-m932-m970]
1663,2,6,[s4-s11],[m2-m7-m8-m9-m137-m622]
515,1,8,[s2],[m2-m857-m924-m925-m931-m932-m959-m1023]
868,1,6,[s2],[m857-m895-m925-m928-m932-m983]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
457,1,6,[s5],[m884-m885-m929-m980-m998-m999]
1149,1,7,[s1],[m2-m790-m808-m1026-m1027-m1073-m1131]
981,1,3,[s2],[m925-m932-m1055]
1051,1,5,[s2],[m857-m895-m925-m932-m970]
796,1,4,[s2],[m925-m932-m941-m942]
743,0,4,[],[m1103-m1104-m1105-m1106]
458,1,3,[s5],[m883-m884-m929]
748,1,4,[s2],[m924-m931-m959-m1019]
827,2,14,[s2-s11],[m541-m1063-m1065-m1067-m1069-m1075-m1076-m1077-m1078-m1079-m1083-m1085-m1086-m1087]
720,1,5,[s5],[m882-m884-m885-m929-m1071]
510,1,3,[s2],[m857-m894-m928]
821,2,24,[s1-s2],[m450-m687-m688-m689-m690-m691-m692-m693-m694-m695-m696-m697-m698-m699-m700-m701-m702-m703-m704-m705-m706-m707-m708-m709]
854,0,3,[],[m883-m884-m924]
453,1,3,[s2],[m925-m941-m942]
408,0,3,[],[m857-m923-m924]
2097,1,5,[s2],[m924-m931-m958-m959-m1050]
415,0,4,[],[m895-m932-m939-m965]
485,1,5,[s5],[m882-m883-m884-m885-m929]
1115,0,5,[],[m895-m932-m939-m965-m1133]
1187,1,7,[s2],[m857-m895-m923-m924-m939-m940-m983]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
1554,3,3,[s2-s4-s5],[m152-m206-m470]
826,0,4,[],[m883-m884-m924-m1091]
833,1,15,[s2],[m790-m791-m793-m794-m795-m1073-m1098-m1131-m1132-m1155-m1165-m1166-m1167-m1168-m1169]
412,1,9,[s2],[m857-m923-m924-m928-m931-m932-m946-m947-m948]
410,1,4,[s5],[m882-m883-m884-m929]
1553,1,6,[s5],[m882-m883-m884-m885-m929-m1107]
798,0,3,[],[m1103-m1105-m1106]
736,1,8,[s2],[m884-m924-m925-m928-m931-m932-m966-m1033]
804,1,7,[s5],[m884-m885-m929-m980-m998-m999-m1091]
2937,2,16,[s2-s11],[m2-m541-m1063-m1065-m1067-m1069-m1075-m1076-m1077-m1078-m1079-m1083-m1084-m1085-m1086-m1087]
1174,3,3,[s2-s4-s18],[m2-m9-m683]
760,1,8,[s5],[m882-m883-m884-m929-m980-m982-m1091-m1120]
1700,1,6,[s2],[m7-m8-m9-m203-m327-m660]
861,1,7,[s2],[m488-m489-m1115-m1116-m1117-m1118-m1119]
720,1,5,[s5],[m882-m884-m885-m929-m1071]
1003,1,4,[s2],[m857-m932-m939-m963]
3198,1,4,[s2],[m924-m958-m959-m1000]
1078,1,4,[s2],[m857-m884-m965-m1025]
718,1,4,[s2],[m857-m925-m928-m932]
714,1,10,[s2],[m857-m884-m894-m895-m924-m925-m928-m931-m958-m959]
485,1,5,[s5],[m882-m883-m884-m885-m929]
808,1,7,[s2],[m923-m932-m939-m940-m1016-m1017-m1033]
607,1,3,[s2],[m924-m948-m959]
435,0,4,[],[m857-m923-m949-m972]
862,1,3,[s2],[m924-m958-m959]
518,1,4,[s2],[m924-m931-m958-m959]
863,0,3,[],[m965-m1002-m1033]
0,5,17,[s4-s5-s11-s15-s16],[m568-m570-m578-m597-m778-m779-m835-m836-m838-m839-m843-m844-m845-m851-m856-m858-m861]
864,2,3,[s7-s11],[m157-m238-m890]
770,0,5,[],[m895-m932-m939-m965-m1033]
946,1,5,[s2],[m857-m925-m928-m932-m969]
0,3,3,[s2-s4-s18],[m127-m442-m532]
715,0,3,[],[m924-m948-m959]
725,1,3,[s2],[m925-m932-m970]
166,1,3,[s5],[m538-m575-m717]
810,1,5,[s5],[m883-m884-m885-m929-m1099]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
578,3,3,[s1-s2-s4],[m2-m7-m298]
770,0,5,[],[m895-m932-m939-m965-m1033]
770,0,5,[],[m895-m932-m939-m965-m1033]
2251,0,5,[],[m857-m923-m949-m972-m1109]
435,0,4,[],[m857-m923-m949-m972]
410,1,4,[s5],[m882-m883-m884-m929]
713,3,3,[s2-s4-s5],[m883-m884-m929]
0,2,3,[s2-s4],[m2-m9-m681]
418,1,8,[s2],[m857-m894-m923-m924-m928-m932-m939-m964]
410,1,4,[s5],[m882-m883-m884-m929]
790,1,7,[s1],[m2-m75-m256-m259-m261-m729-m960]
435,0,4,[],[m857-m923-m949-m972]
732,1,4,[s5],[m883-m884-m929-m1089]
935,1,4,[s2],[m924-m948-m959-m1125]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
740,1,3,[s2],[m857-m932-m939]
418,1,8,[s2],[m857-m894-m923-m924-m928-m932-m939-m964]
410,1,4,[s5],[m882-m883-m884-m929]
2888,1,3,[s4],[m137-m671-m898]
770,0,5,[],[m895-m932-m939-m965-m1033]
1199,1,3,[s2],[m963-m965-m1033]
515,1,8,[s2],[m2-m857-m924-m925-m931-m932-m959-m1023]
435,0,4,[],[m857-m923-m949-m972]
804,1,7,[s5],[m884-m885-m929-m980-m998-m999-m1091]
773,2,15,[s2-s11],[m541-m1063-m1065-m1067-m1069-m1075-m1076-m1077-m1078-m1079-m1083-m1084-m1085-m1086-m1087]
7,6,28,[s1-s2-s4-s9-s11-s18],[m88-m89-m90-m91-m92-m93-m94-m95-m96-m97-m98-m99-m100-m101-m102-m103-m104-m105-m106-m107-m108-m109-m110-m111-m112-m113-m114-m115]
474,0,3,[],[m923-m924-m932]
865,1,6,[s5],[m883-m884-m885-m929-m1091-m1099]
0,3,3,[s5-s15-s16],[m232-m529-m605]
476,1,4,[s5],[m883-m884-m885-m929]
476,1,4,[s5],[m883-m884-m885-m929]
866,1,6,[s2],[m923-m939-m940-m1016-m1017-m1055]
784,1,7,[s5],[m882-m883-m884-m929-m980-m982-m1091]
442,0,6,[],[m923-m931-m934-m935-m936-m937]
0,3,3,[s2-s4-s18],[m2-m211-m1001]
1842,1,5,[s2],[m857-m925-m928-m932-m1045]
0,1,3,[s4],[m173-m251-m874]
2432,1,5,[s5],[m2-m882-m883-m885-m929]
0,1,5,[s18],[m2-m8-m9-m40-m127]
792,3,4,[s2-s4-s5],[m883-m884-m929-m1091]
490,6,5,[s1-s2-s4-s5-s7-s11],[m34-m35-m36-m37-m38]
906,1,5,[s2],[m857-m895-m925-m970-m1005]
867,1,6,[s1],[m2-m790-m808-m1026-m1027-m1073]
868,1,6,[s2],[m857-m895-m925-m928-m932-m983]
754,1,8,[s2],[m884-m925-m928-m931-m932-m959-m1023-m1025]
754,1,8,[s2],[m884-m925-m928-m931-m932-m959-m1023-m1025]
869,3,3,[s2-s4-s18],[m2-m187-m242]
761,1,8,[s2],[m857-m894-m895-m925-m926-m927-m932-m1033]
553,1,11,[s2],[m884-m894-m895-m925-m928-m931-m932-m939-m958-m959-m970]
784,1,7,[s5],[m882-m883-m884-m929-m980-m982-m1091]
418,1,8,[s2],[m857-m894-m923-m924-m928-m932-m939-m964]
792,3,4,[s2-s4-s5],[m883-m884-m929-m1091]
607,1,3,[s2],[m924-m948-m959]
724,1,4,[s2],[m924-m931-m959-m1034]
722,1,3,[s5],[m140-m1056-m1057]
747,1,3,[s2],[m1011-m1012-m1013]
743,0,4,[],[m1103-m1104-m1105-m1106]
792,3,4,[s2-s4-s5],[m883-m884-m929-m1091]
457,1,6,[s5],[m884-m885-m929-m980-m998-m999]
458,1,3,[s5],[m883-m884-m929]
718,1,4,[s2],[m857-m925-m928-m932]
870,4,3,[s2-s4-s5-s18],[m2-m126-m1052]
3085,3,3,[s2-s4-s18],[m2-m23-m75]
453,1,3,[s2],[m925-m941-m942]
760,1,8,[s5],[m882-m883-m884-m929-m980-m982-m1091-m1120]
554,0,30,[],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
434,0,3,[],[m923-m931-m973]
798,0,3,[],[m1103-m1105-m1106]
0,1,4,[s5],[m7-m18-m30-m242]
415,0,4,[],[m895-m932-m939-m965]
1165,2,5,[s2-s4],[m66-m135-m211-m268-m283]
435,0,4,[],[m857-m923-m949-m972]
1191,1,7,[s2],[m857-m895-m925-m932-m970-m1033-m1081]
1375,1,3,[s2],[m965-m1033-m1088]
871,6,14,[s1-s4-s6-s8-s11-s13],[m502-m542-m543-m544-m573-m574-m675-m802-m803-m804-m805-m806-m873-m874]
849,1,5,[s2],[m857-m895-m925-m928-m932]
872,1,3,[s2],[m965-m1033-m1045]
282,2,8,[s4-s18],[m66-m76-m78-m80-m81-m116-m552-m553]
0,1,6,[s2],[m153-m689-m704-m809-m830-m831]
1127,2,5,[s1-s4],[m1115-m1116-m1117-m1118-m1140]
488,1,6,[s2],[m857-m894-m895-m928-m931-m932]
624,1,3,[s2],[m857-m932-m1015]
0,4,5,[s4-s7-s9-s11],[m7-m9-m60-m327-m426]
904,1,4,[s2],[m857-m932-m939-m1033]
0,1,5,[s5],[m882-m883-m884-m929-m1082]
457,1,6,[s5],[m884-m885-m929-m980-m998-m999]
1633,0,5,[],[m1012-m1051-m1138-m1144-m1145]
0,1,3,[s2],[m959-m1019-m1108]
866,1,6,[s2],[m923-m939-m940-m1016-m1017-m1055]
1321,1,6,[s2],[m857-m894-m895-m925-m932-m1002]
873,1,10,[s2],[m789-m790-m791-m792-m808-m1026-m1073-m1097-m1098-m1127]
408,0,3,[],[m857-m923-m924]
410,1,4,[s5],[m882-m883-m884-m929]
874,1,3,[s5],[m2-m24-m30]
410,1,4,[s5],[m882-m883-m884-m929]
875,4,6,[s1-s2-s11-s18],[m438-m599-m685-m686-m728-m819]
849,1,5,[s2],[m857-m895-m925-m928-m932]
415,0,4,[],[m895-m932-m939-m965]
0,1,21,[s1],[m677-m790-m791-m797-m799-m808-m984-m986-m987-m988-m990-m992-m993-m994-m1008-m1020-m1021-m1022-m1048-m1126-m1131]
876,1,6,[s2],[m884-m924-m959-m1019-m1024-m1050]
968,1,5,[s5],[m882-m884-m885-m929-m1107]
1019,0,5,[],[m895-m932-m939-m965-m1050]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
767,1,12,[s2],[m884-m894-m895-m925-m928-m931-m932-m939-m958-m959-m970-m1033]
435,0,4,[],[m857-m923-m949-m972]
732,1,4,[s5],[m883-m884-m929-m1089]
1097,1,3,[s2],[m965-m1033-m1141]
554,0,30,[],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
553,1,11,[s2],[m884-m894-m895-m925-m928-m931-m932-m939-m958-m959-m970]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
554,0,30,[],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
3399,7,3,[s1-s2-s11-s12-s15-s16-s18],[m2-m189-m203]
0,2,3,[s2-s4],[m2-m7-m428]
1023,1,3,[s2],[m925-m932-m1033]
440,1,7,[s2],[m857-m894-m923-m924-m932-m939-m948]
2184,1,3,[s2],[m7-m60-m120]
792,3,4,[s2-s4-s5],[m883-m884-m929-m1091]
2686,1,16,[s5],[m288-m315-m316-m317-m355-m364-m371-m427-m440-m536-m537-m612-m613-m652-m654-m783]
0,4,19,[s4-s5-s15-s16],[m568-m576-m577-m578-m778-m779-m834-m835-m838-m843-m844-m845-m846-m855-m856-m858-m861-m868-m887]
515,1,8,[s2],[m2-m857-m924-m925-m931-m932-m959-m1023]
488,1,6,[s2],[m857-m894-m895-m928-m931-m932]
440,1,7,[s2],[m857-m894-m923-m924-m932-m939-m948]
1824,1,7,[s5],[m883-m884-m885-m929-m1032-m1091-m1099]
925,1,3,[s18],[m821-m822-m823]
813,1,9,[s2],[m884-m925-m931-m932-m939-m958-m959-m966-m1080]
454,2,5,[s2-s4],[m127-m442-m527-m532-m533]
853,2,5,[s15-s16],[m786-m788-m1110-m1111-m1112]
0,1,18,[s1],[m677-m789-m790-m795-m797-m984-m986-m987-m988-m990-m991-m993-m994-m1003-m1020-m1021-m1046-m1047]
720,1,5,[s5],[m882-m884-m885-m929-m1071]
391,2,3,[s2-s11],[m438-m599-m686]
784,1,7,[s5],[m882-m883-m884-m929-m980-m982-m1091]
888,1,3,[s11],[m1148-m1149-m1150]
554,0,30,[],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
824,1,5,[s2],[m857-m894-m925-m928-m932]
1624,1,5,[s2],[m884-m959-m1002-m1019-m1028]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
737,1,3,[s2],[m894-m965-m1033]
886,0,6,[],[m923-m931-m965-m973-m1033-m1102]
819,0,5,[],[m857-m894-m895-m925-m932]
743,0,4,[],[m1103-m1104-m1105-m1106]
0,1,3,[s2],[m125-m127-m190]
696,1,3,[s5],[m885-m929-m999]
761,1,8,[s2],[m857-m894-m895-m925-m926-m927-m932-m1033]
877,1,3,[s9],[m2-m7-m137]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
730,0,4,[],[m924-m931-m959-m1019]
1136,2,3,[s2-s18],[m2-m75-m428]
1720,3,3,[s2-s4-s18],[m2-m32-m238]
624,1,3,[s2],[m857-m932-m1015]
515,1,8,[s2],[m2-m857-m924-m925-m931-m932-m959-m1023]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
2220,1,15,[s1],[m2-m677-m790-m791-m797-m987-m988-m990-m992-m993-m1003-m1020-m1021-m1047-m1048]
878,1,3,[s2],[m925-m932-m1058]
1293,1,12,[s2],[m857-m884-m894-m895-m924-m925-m928-m931-m932-m958-m959-m1002]
846,4,3,[s2-s3-s4-s5],[m324-m325-m326]
806,1,7,[s1],[m488-m489-m490-m1115-m1117-m1118-m1119]
879,2,3,[s1-s2],[m2-m1161-m1162]
476,1,4,[s5],[m883-m884-m885-m929]
953,1,4,[s1],[m789-m790-m1072-m1074]
860,1,8,[s1],[m2-m790-m793-m808-m1026-m1027-m1073-m1131]
736,1,8,[s2],[m884-m924-m925-m928-m931-m932-m966-m1033]
880,1,3,[s2],[m932-m1002-m1033]
458,1,3,[s5],[m883-m884-m929]
440,1,7,[s2],[m857-m894-m923-m924-m932-m939-m948]
903,1,3,[s15],[m378-m1180-m1182]
2903,1,12,[s2],[m884-m894-m895-m925-m928-m931-m932-m939-m958-m959-m970-m1135]
718,1,4,[s2],[m857-m925-m928-m932]
731,1,3,[s2],[m925-m1033-m1080]
1956,1,9,[s2],[m2-m857-m924-m925-m931-m932-m959-m1023-m1090]
820,0,6,[],[m857-m895-m925-m932-m970-m1033]
2168,7,3,[s1-s2-s11-s12-s15-s16-s18],[m563-m564-m565]
757,1,3,[s2],[m965-m1002-m1033]
715,0,3,[],[m924-m948-m959]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
773,2,15,[s2-s11],[m541-m1063-m1065-m1067-m1069-m1075-m1076-m1077-m1078-m1079-m1083-m1084-m1085-m1086-m1087]
0,4,5,[s1-s4-s5-s16],[m174-m176-m306-m423-m433]
776,1,3,[s5],[m883-m1032-m1124]
0,1,4,[s2],[m2-m7-m60-m322]
881,0,3,[],[m924-m958-m959]
727,2,3,[s4-s5],[m1060-m1061-m1062]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
415,0,4,[],[m895-m932-m939-m965]
415,0,4,[],[m895-m932-m939-m965]
780,0,4,[],[m857-m923-m924-m965]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
770,0,5,[],[m895-m932-m939-m965-m1033]
224,1,3,[s1],[m2-m7-m60]
2444,1,3,[s5],[m2-m920-m921]
448,1,3,[s2],[m857-m925-m928]
1584,0,3,[],[m257-m259-m261]
810,1,5,[s5],[m883-m884-m885-m929-m1099]
440,1,7,[s2],[m857-m894-m923-m924-m932-m939-m948]
624,1,3,[s2],[m857-m932-m1015]
882,1,5,[s2],[m925-m932-m950-m1002-m1080]
485,1,5,[s5],[m882-m883-m884-m885-m929]
883,1,11,[s2],[m857-m923-m924-m928-m931-m932-m946-m947-m948-m965-m1033]
696,1,3,[s5],[m885-m929-m999]
2542,3,3,[s2-s5-s11],[m438-m599-m686]
458,1,3,[s5],[m883-m884-m929]
769,1,4,[s2],[m925-m932-m950-m1080]
458,1,3,[s5],[m883-m884-m929]
878,1,3,[s2],[m925-m932-m1058]
624,1,3,[s2],[m857-m932-m1015]
553,1,11,[s2],[m884-m894-m895-m925-m928-m931-m932-m939-m958-m959-m970]
810,1,5,[s5],[m883-m884-m885-m929-m1099]
0,5,25,[s4-s5-s11-s15-s16],[m568-m569-m570-m571-m778-m779-m833-m835-m836-m837-m838-m844-m845-m851-m853-m854-m855-m856-m858-m861-m875-m876-m877-m887-m938]
978,3,4,[s2-s4-s5],[m883-m884-m924-m1091]
0,1,3,[s4],[m137-m602-m898]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
1013,1,9,[s2],[m2-m857-m924-m925-m931-m932-m959-m1023-m1033]
2222,1,4,[s2],[m894-m932-m939-m983]
1206,1,7,[s2],[m857-m895-m923-m924-m939-m940-m963]
515,1,8,[s2],[m2-m857-m924-m925-m931-m932-m959-m1023]
1495,1,6,[s5],[m883-m884-m885-m929-m1082-m1099]
884,3,10,[s2-s11-s12],[m183-m185-m186-m188-m270-m271-m272-m471-m481-m482]
1176,0,3,[],[m989-m1026-m1131]
1489,1,8,[s2],[m884-m924-m925-m928-m931-m932-m966-m1136]
817,0,3,[],[m925-m932-m1033]
0,2,3,[s2-s3],[m8-m9-m127]
718,1,4,[s2],[m857-m925-m928-m932]
1501,1,3,[s2],[m925-m932-m1143]
750,1,7,[s2],[m857-m894-m895-m925-m926-m927-m932]
418,1,8,[s2],[m857-m894-m923-m924-m928-m932-m939-m964]
3110,1,4,[s2],[m894-m932-m1033-m1157]
763,1,5,[s2],[m466-m1010-m1011-m1012-m1051]
776,1,3,[s5],[m883-m1032-m1124]
1982,3,4,[s2-s4-s18],[m127-m140-m716-m807]
1305,0,6,[],[m895-m932-m939-m965-m1033-m1141]
885,1,14,[s1],[m677-m790-m808-m984-m986-m987-m988-m990-m992-m994-m1008-m1021-m1022-m1154]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
518,1,4,[s2],[m924-m931-m958-m959]
1044,1,3,[s11],[m1171-m1172-m1183]
476,1,4,[s5],[m883-m884-m885-m929]
0,1,3,[s2],[m2-m661-m776]
886,0,6,[],[m923-m931-m965-m973-m1033-m1102]
488,1,6,[s2],[m857-m894-m895-m928-m931-m932]
1020,1,8,[s2],[m466-m1011-m1012-m1013-m1051-m1144-m1145-m1156]
474,0,3,[],[m923-m924-m932]
518,1,4,[s2],[m924-m931-m958-m959]
0,2,7,[s4-s5],[m142-m144-m145-m146-m192-m195-m711]
607,1,3,[s2],[m924-m948-m959]
408,0,3,[],[m857-m923-m924]
887,1,8,[s2],[m1012-m1013-m1051-m1137-m1138-m1144-m1145-m1156]
510,1,3,[s2],[m857-m894-m928]
1400,0,4,[],[m568-m576-m844-m845]
888,1,3,[s11],[m1148-m1149-m1150]
0,5,12,[s4-s5-s11-s15-s16],[m570-m571-m778-m779-m833-m843-m844-m845-m852-m855-m856-m861]
743,0,4,[],[m1103-m1104-m1105-m1106]
810,1,5,[s5],[m883-m884-m885-m929-m1099]
269,0,24,[],[m299-m314-m434-m435-m436-m445-m446-m447-m448-m449-m450-m451-m452-m453-m454-m455-m456-m457-m458-m459-m460-m461-m462-m463]
418,1,8,[s2],[m857-m894-m923-m924-m928-m932-m939-m964]
0,2,3,[s2-s5],[m883-m884-m929]
410,1,4,[s5],[m882-m883-m884-m929]
1422,2,3,[s4-s5],[m2-m169-m741]
476,1,4,[s5],[m883-m884-m885-m929]
729,3,8,[s2-s5-s11],[m1063-m1064-m1065-m1066-m1067-m1068-m1069-m1070]
595,1,4,[s4],[m398-m891-m892-m893]
734,1,3,[s2],[m965-m1033-m1091]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
834,1,5,[s2],[m884-m924-m959-m1019-m1024]
730,0,4,[],[m924-m931-m959-m1019]
410,1,4,[s5],[m882-m883-m884-m929]
476,1,4,[s5],[m883-m884-m885-m929]
728,1,3,[s2],[m894-m932-m939]
762,1,5,[s15],[m786-m788-m1110-m1111-m1112]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
0,0,5,[],[m137-m397-m530-m531-m898]
804,1,7,[s5],[m884-m885-m929-m980-m998-m999-m1091]
736,1,8,[s2],[m884-m924-m925-m928-m931-m932-m966-m1033]
553,1,11,[s2],[m884-m894-m895-m925-m928-m931-m932-m939-m958-m959-m970]
0,1,3,[s2],[m894-m1033-m1088]
418,1,8,[s2],[m857-m894-m923-m924-m928-m932-m939-m964]
418,1,8,[s2],[m857-m894-m923-m924-m928-m932-m939-m964]
711,0,5,[],[m884-m924-m959-m1019-m1024]
0,0,4,[],[m778-m779-m844-m880]
916,4,3,[s4-s5-s9-s17],[m469-m509-m515]
814,1,4,[s2],[m857-m932-m1015-m1033]
1289,0,6,[],[m923-m931-m965-m973-m1033-m1133]
853,2,5,[s15-s16],[m786-m788-m1110-m1111-m1112]
907,2,4,[s2-s4],[m896-m897-m899-m933]
1110,2,3,[s2-s18],[m2-m1184-m1185]
889,1,16,[s1],[m677-m789-m790-m795-m797-m984-m985-m987-m988-m990-m992-m1020-m1021-m1046-m1131-m1151]
3201,3,3,[s4-s5-s18],[m2-m717-m968]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
800,1,3,[s5],[m786-m787-m788]
1921,3,3,[s1-s2-s4],[m275-m276-m295]
553,1,11,[s2],[m884-m894-m895-m925-m928-m931-m932-m939-m958-m959-m970]
889,1,16,[s1],[m677-m789-m790-m795-m797-m984-m985-m987-m988-m990-m992-m1020-m1021-m1046-m1131-m1151]
485,1,5,[s5],[m882-m883-m884-m885-m929]
0,1,7,[s2],[m923-m931-m934-m935-m936-m937-m1134]
971,1,7,[s2],[m466-m1012-m1051-m1137-m1138-m1144-m1145]
0,1,5,[s2],[m2-m790-m791-m795-m796]
549,1,4,[s2],[m857-m895-m925-m970]
910,1,7,[s2],[m923-m932-m939-m940-m1006-m1016-m1017]
729,3,8,[s2-s5-s11],[m1063-m1064-m1065-m1066-m1067-m1068-m1069-m1070]
1981,1,3,[s5],[m1005-m1082-m1124]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
713,3,3,[s2-s4-s5],[m883-m884-m929]
554,0,30,[],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
440,1,7,[s2],[m857-m894-m923-m924-m932-m939-m948]
515,1,8,[s2],[m2-m857-m924-m925-m931-m932-m959-m1023]
435,0,4,[],[m857-m923-m949-m972]
435,0,4,[],[m857-m923-m949-m972]
890,1,3,[s2],[m1012-m1013-m1051]
3278,1,6,[s4],[m473-m509-m510-m512-m513-m514]
418,1,8,[s2],[m857-m894-m923-m924-m928-m932-m939-m964]
891,0,4,[],[m857-m923-m924-m1049]
755,2,9,[s1-s4],[m2-m75-m256-m257-m258-m259-m261-m729-m960]
458,1,3,[s5],[m883-m884-m929]
1320,1,8,[s2],[m857-m894-m923-m924-m932-m939-m948-m1055]
896,4,3,[s1-s4-s5-s11],[m158-m309-m1078]
892,0,3,[],[m965-m1033-m1043]
1151,1,6,[s2],[m923-m939-m940-m963-m1016-m1017]
607,1,3,[s2],[m924-m948-m959]
1441,1,3,[s2],[m965-m1033-m1081]
817,0,3,[],[m925-m932-m1033]
781,1,12,[s2],[m857-m884-m894-m895-m924-m925-m928-m931-m932-m958-m959-m1036]
2283,1,13,[s2],[m884-m894-m895-m925-m928-m931-m932-m939-m958-m959-m970-m1033-m1081]
1699,1,5,[s2],[m924-m931-m958-m959-m1005]
1168,1,11,[s2],[m857-m884-m894-m895-m924-m925-m928-m931-m958-m959-m1092]
893,0,7,[],[m923-m931-m934-m935-m936-m937-m1055]
712,1,30,[s5],[m310-m579-m744-m745-m746-m747-m748-m749-m750-m751-m752-m753-m754-m755-m756-m757-m758-m759-m760-m761-m765-m766-m767-m768-m769-m770-m771-m772-m773-m774]
2091,1,10,[s2],[m884-m925-m931-m932-m939-m958-m959-m966-m1006-m1080]
0,5,13,[s4-s5-s11-s15-s16],[m570-m778-m779-m833-m836-m844-m845-m846-m855-m856-m861-m887-m938]
1038,1,3,[s11],[m1148-m1149-m1153]
0,3,3,[s2-s4-s9],[m2-m9-m203]
440,1,7,[s2],[m857-m894-m923-m924-m932-m939-m948]
