,dataset,#teams,#skills,#experts
0,3,16,[s3-s5-s13],[m17-m23-m862-m1230-m1244-m1614-m1615-m1689-m1709-m1793-m1794-m1806-m1807-m1808-m1809-m1810]
0,2,3,[s4-s16],[m793-m1136-m1748]
100,1,3,[s4],[m17-m23-m325]
0,3,3,[s3-s4-s12],[m17-m23-m104]
19,1,3,[s5],[m1002-m1003-m1004]
130,1,3,[s5],[m1854-m1856-m1857]
0,6,14,[s1-s3-s4-s12-s16-s18],[m220-m325-m512-m678-m1064-m1133-m1286-m1691-m1707-m2001-m2056-m2057-m2058-m2059]
0,2,3,[s5-s13],[m17-m104-m2060]
0,2,4,[s4-s12],[m17-m523-m772-m774]
0,0,6,[],[m121-m123-m125-m171-m215-m1023]
0,1,7,[s4],[m1659-m1741-m1842-m1853-m1869-m1870-m2010]
0,1,6,[s3],[m985-m986-m987-m988-m1118-m1213]
0,3,3,[s3-s4-s12],[m104-m315-m523]
0,7,7,[s1-s2-s3-s5-s8-s16-s18],[m1359-m1420-m1421-m1422-m1423-m1424-m1425]
1037,2,3,[s3-s5],[m2061-m2062-m2063]
0,4,17,[s3-s5-s8-s13],[m976-m1598-m1601-m1603-m1608-m1611-m1664-m1665-m1666-m1669-m1671-m1672-m1674-m1677-m1727-m1780-m2064]
484,1,7,[s4],[m1741-m1840-m1854-m1895-m1951-m1952-m1962]
349,1,4,[s16],[m1900-m1902-m2065-m2066]
87,0,4,[],[m1869-m1870-m1895-m1961]
0,3,3,[s3-s4-s13],[m17-m23-m523]
101,0,4,[],[m890-m941-m942-m1025]
0,3,4,[s4-s5-s12],[m17-m1574-m1575-m1623]
0,4,4,[s1-s2-s3-s17],[m111-m714-m893-m1186]
0,1,4,[s3],[m17-m54-m220-m1976]
107,4,3,[s3-s4-s5-s12],[m574-m2067-m2068]
0,1,23,[s4],[m162-m179-m389-m523-m595-m598-m665-m666-m983-m1356-m1455-m1733-m1734-m1735-m1736-m1737-m1738-m1739-m1943-m1944-m1945-m1946-m1947]
79,1,6,[s5],[m1854-m1855-m1856-m1857-m1867-m1868]
0,1,3,[s16],[m111-m893-m1186]
102,0,3,[],[m1741-m1834-m2049]
0,1,3,[s5],[m103-m660-m1740]
0,4,17,[s3-s5-s8-s16],[m976-m1596-m1598-m1601-m1603-m1608-m1611-m1613-m1665-m1666-m1669-m1675-m1727-m1746-m1781-m2018-m2069]
0,1,4,[s4],[m315-m471-m790-m1323]
0,1,3,[s4],[m17-m1453-m1535]
0,6,4,[s3-s4-s5-s7-s13-s16],[m624-m1130-m1214-m1284]
103,6,3,[s4-s5-s7-s12-s13-s16],[m591-m984-m1678]
0,2,3,[s5-s8],[m1294-m1471-m2070]
145,1,4,[s4],[m1741-m1835-m1951-m1952]
257,6,29,[s1-s3-s4-s9-s16-s17],[m240-m555-m2071-m2072-m2073-m2074-m2075-m2076-m2077-m2078-m2079-m2080-m2081-m2082-m2083-m2084-m2085-m2086-m2087-m2088-m2089-m2090-m2091-m2092-m2093-m2094-m2095-m2096-m2097]
0,2,5,[s1-s4],[m109-m888-m889-m922-m963]
0,3,4,[s3-s4-s12],[m17-m179-m523-m1429]
38,0,3,[],[m657-m893-m1186]
0,3,6,[s3-s4-s12],[m17-m23-m104-m179-m523-m1535]
0,1,5,[s5],[m836-m838-m839-m841-m1800]
0,3,9,[s3-s5-s8],[m147-m208-m210-m212-m384-m706-m707-m1294-m1469]
0,5,5,[s1-s2-s4-s8-s16],[m17-m1031-m1137-m1285-m1976]
0,2,10,[s3-s4],[m365-m1238-m1318-m1319-m1320-m1321-m1322-m1324-m1325-m1656]
671,4,20,[s2-s3-s5-s8],[m584-m1080-m1081-m1082-m1083-m1085-m1086-m1087-m1088-m1089-m1090-m1095-m1096-m1097-m1099-m1100-m1525-m1526-m1527-m1528]
104,0,4,[],[m1659-m1834-m1906-m2037]
0,2,4,[s3-s4],[m17-m1574-m1575-m1623]
0,1,4,[s4],[m2098-m2099-m2100-m2101]
0,1,15,[s3],[m1598-m1601-m1603-m1608-m1609-m1611-m1613-m1664-m1665-m1675-m1724-m1726-m1781-m2019-m2069]
0,3,3,[s3-s4-s12],[m17-m23-m1994]
0,3,4,[s1-s4-s16],[m240-m2050-m2078-m2102]
0,2,8,[s4-s12],[m17-m370-m793-m1112-m1114-m1374-m1637-m1879]
278,4,4,[s2-s3-s5-s8],[m132-m1226-m1498-m1527]
0,2,3,[s4-s12],[m17-m23-m512]
0,2,5,[s1-s3],[m17-m23-m54-m601-m2103]
105,2,3,[s1-s3],[m1912-m1913-m1914]
0,2,5,[s3-s11],[m17-m1216-m1217-m1250-m1252]
0,5,3,[s2-s3-s4-s5-s8],[m1368-m1512-m1714]
0,2,3,[s4-s12],[m17-m23-m325]
593,1,10,[s4],[m23-m35-m179-m523-m595-m597-m598-m599-m602-m1356]
0,5,7,[s2-s3-s5-s8-s16],[m1346-m1353-m1611-m1613-m1664-m1726-m2047]
140,0,3,[],[m17-m893-m1186]
0,1,3,[s6],[m149-m151-m1189]
0,3,3,[s3-s4-s12],[m17-m220-m1374]
137,1,8,[s5],[m843-m844-m845-m846-m848-m849-m850-m851]
82,1,3,[s7],[m715-m893-m1186]
104,0,4,[],[m1659-m1834-m1906-m2037]
0,0,4,[],[m1979-m1981-m1982-m2039]
0,2,8,[s3-s13],[m718-m719-m721-m723-m724-m1383-m1696-m1697]
0,2,3,[s3-s4],[m316-m807-m2036]
156,2,21,[s3-s5],[m142-m1684-m2104-m2105-m2106-m2107-m2108-m2109-m2110-m2111-m2112-m2113-m2114-m2115-m2116-m2117-m2118-m2119-m2120-m2121-m2122]
87,0,4,[],[m1869-m1870-m1895-m1961]
102,0,3,[],[m1741-m1834-m2049]
135,1,3,[s5],[m1854-m1855-m1856]
0,1,4,[s6],[m236-m528-m530-m2123]
0,2,4,[s2-s3],[m243-m400-m403-m641]
0,5,3,[s3-s4-s7-s12-s15],[m17-m23-m2124]
0,1,4,[s7],[m17-m657-m893-m1186]
106,2,4,[s4-s12],[m17-m23-m179-m601]
107,4,3,[s3-s4-s5-s12],[m574-m2067-m2068]
0,2,3,[s3-s13],[m23-m26-m1700]
108,3,9,[s3-s5-s16],[m177-m179-m494-m495-m497-m498-m499-m816-m1686]
0,1,4,[s6],[m236-m237-m238-m1189]
0,2,5,[s3-s5],[m17-m893-m940-m1186-m1978]
0,3,3,[s1-s3-s4],[m94-m1122-m2053]
0,2,4,[s4-s12],[m17-m23-m120-m215]
0,1,5,[s4],[m116-m316-m324-m782-m1116]
0,2,3,[s1-s4],[m812-m1704-m2050]
0,3,8,[s3-s4-s12],[m17-m23-m179-m220-m373-m375-m1343-m2125]
81,1,3,[s7],[m657-m893-m1186]
37,6,30,[s1-s3-s4-s12-s13-s16],[m263-m264-m265-m266-m267-m268-m269-m270-m271-m272-m273-m274-m275-m276-m277-m278-m279-m280-m281-m282-m283-m284-m285-m286-m287-m288-m289-m290-m291-m292]
0,0,7,[],[m1598-m1601-m1603-m1665-m1666-m2009-m2046]
0,3,6,[s3-s4-s12],[m1375-m1894-m1993-m1994-m2126-m2127]
0,2,5,[s3-s4],[m17-m23-m54-m523-m1695]
70,0,3,[],[m1659-m1834-m1835]
0,4,3,[s2-s3-s5-s8],[m913-m914-m915]
111,5,4,[s3-s4-s5-s7-s8],[m714-m876-m1111-m2128]
109,4,3,[s2-s3-s5-s8],[m1399-m1400-m1401]
110,7,25,[s1-s2-s3-s4-s5-s13-s16],[m441-m443-m444-m445-m789-m791-m800-m917-m918-m919-m920-m1288-m1421-m1447-m1472-m1473-m1474-m1475-m1476-m1477-m1478-m1479-m1480-m1481-m1482]
107,4,3,[s3-s4-s5-s12],[m574-m2067-m2068]
0,1,3,[s13],[m3-m1005-m1839]
59,5,15,[s2-s3-s5-s8-s16],[m318-m319-m524-m859-m1436-m1437-m1438-m1439-m1440-m1441-m1442-m1444-m1445-m1467-m1656]
0,1,3,[s5],[m17-m1186-m1833]
0,3,13,[s2-s5-s8],[m948-m991-m992-m996-m1167-m1169-m1171-m1172-m1173-m1175-m1176-m1177-m1360]
0,3,3,[s3-s5-s6],[m17-m179-m523]
111,5,4,[s3-s4-s5-s7-s8],[m714-m876-m1111-m2128]
0,2,5,[s4-s5],[m17-m711-m1021-m1687-m1688]
0,3,3,[s3-s4-s12],[m220-m936-m1136]
173,3,26,[s3-s4-s12],[m470-m648-m807-m1034-m1060-m1374-m1376-m1814-m1815-m1816-m1817-m1818-m1819-m1820-m1821-m1822-m1823-m1824-m1825-m1889-m1890-m1891-m1892-m1893-m1894-m2033]
0,1,7,[s5],[m1854-m1855-m1856-m1857-m2129-m2130-m2131]
0,1,3,[s12],[m17-m220-m674]
0,1,7,[s4],[m17-m370-m1112-m1114-m1374-m1637-m1879]
617,3,23,[s3-s4-s12],[m173-m196-m315-m316-m330-m1012-m1182-m1376-m1485-m1486-m1487-m1488-m1489-m1490-m1491-m1492-m1493-m1494-m1495-m1496-m1497-m1624-m2132]
112,1,7,[s4],[m1659-m1834-m1835-m1842-m1870-m1895-m1905]
235,1,4,[s5],[m1854-m1855-m1856-m1868]
587,1,7,[s4],[m602-m665-m666-m793-m1454-m2133-m2134]
0,3,3,[s3-s4-s16],[m496-m1130-m1706]
0,3,7,[s3-s4-s12],[m23-m1070-m1071-m1073-m1074-m1075-m1076]
0,1,3,[s3],[m2098-m2099-m2100]
0,1,3,[s12],[m17-m133-m2135]
0,3,3,[s2-s3-s8],[m57-m1627-m2136]
0,5,4,[s3-s4-s5-s7-s13],[m17-m893-m1186-m2137]
0,4,3,[s3-s4-s12-s13],[m23-m179-m523]
0,1,5,[s13],[m963-m984-m1237-m1281-m1622]
0,1,4,[s1],[m17-m546-m771-m1383]
0,2,4,[s3-s5],[m627-m686-m701-m703]
113,1,4,[s4],[m315-m452-m460-m461]
0,1,3,[s4],[m1659-m1840-m1842]
114,1,7,[s4],[m232-m445-m677-m1323-m1359-m1466-m1708]
0,4,4,[s1-s3-s5-s13],[m201-m927-m1394-m1697]
519,2,6,[s1-s3],[m169-m170-m310-m335-m715-m961]
105,2,3,[s1-s3],[m1912-m1913-m1914]
88,1,3,[s1],[m1912-m1913-m1914]
275,1,6,[s5],[m1854-m1855-m1856-m1857-m2129-m2131]
0,3,3,[s3-s4-s12],[m316-m1803-m2138]
115,0,6,[],[m1741-m1834-m1880-m1881-m1882-m1883]
0,2,3,[s3-s16],[m23-m523-m1281]
0,3,22,[s1-s3-s5],[m60-m223-m308-m691-m1405-m1406-m1407-m1408-m1409-m1410-m1411-m1412-m1413-m1414-m1415-m1416-m1417-m1418-m1419-m1717-m1718-m2139]
0,2,5,[s3-s12],[m17-m1189-m1637-m1978-m2134]
0,2,16,[s4-s5],[m510-m525-m537-m538-m539-m540-m542-m710-m863-m864-m865-m874-m875-m1222-m1272-m1289]
0,0,4,[],[m19-m54-m125-m862]
0,2,5,[s3-s4],[m17-m54-m179-m376-m523]
46,0,3,[],[m890-m950-m1517]
95,1,5,[s4],[m1659-m1840-m1841-m1842-m1843]
0,7,28,[s1-s2-s3-s4-s8-s16-s18],[m562-m1031-m1060-m1061-m1135-m1432-m1451-m1557-m1558-m1559-m1560-m1561-m1562-m1563-m1564-m1565-m1566-m1567-m1568-m1569-m1571-m1691-m1977-m1986-m1987-m1988-m1989-m2140]
0,0,3,[],[m250-m251-m252]
0,1,3,[s5],[m2141-m2142-m2143]
373,3,9,[s3-s16-s18],[m1069-m1070-m1071-m1072-m1073-m1074-m1075-m1076-m2144]
116,1,9,[s5],[m843-m845-m846-m848-m849-m850-m851-m935-m1033]
608,5,10,[s1-s3-s4-s12-s16],[m679-m808-m809-m810-m811-m812-m813-m814-m815-m2145]
117,1,3,[s16],[m1660-m1661-m1662]
0,2,5,[s3-s16],[m439-m496-m547-m1658-m1888]
118,1,7,[s4],[m1741-m1835-m1840-m1853-m1854-m1870-m1962]
119,1,3,[s5],[m17-m23-m42]
0,4,7,[s1-s3-s5-s13],[m201-m338-m514-m797-m959-m984-m1395]
492,1,4,[s5],[m1854-m1856-m1857-m2146]
0,1,4,[s4],[m17-m23-m54-m325]
0,1,3,[s14],[m339-m1648-m1655]
120,2,6,[s4-s5],[m1290-m1291-m1292-m1293-m1616-m1682]
991,3,4,[s3-s4-s13],[m778-m982-m1342-m1430]
0,6,14,[s1-s3-s4-s12-s16-s18],[m17-m220-m325-m678-m1064-m1133-m1286-m1625-m1691-m2001-m2056-m2057-m2058-m2059]
0,3,27,[s1-s3-s4],[m13-m154-m169-m233-m327-m422-m423-m424-m425-m426-m427-m428-m429-m430-m431-m432-m433-m434-m435-m436-m437-m438-m439-m818-m819-m821-m823]
0,7,4,[s1-s2-s3-s4-s12-s16-s17],[m17-m1367-m2147-m2148]
708,1,21,[s4],[m745-m746-m747-m748-m749-m750-m751-m752-m755-m756-m758-m760-m761-m762-m763-m764-m765-m1499-m1500-m1501-m1729]
0,2,3,[s4-s12],[m17-m23-m54]
0,5,21,[s2-s3-s5-s8-s16],[m1598-m1601-m1603-m1604-m1608-m1611-m1612-m1613-m1665-m1666-m1667-m1669-m1670-m1673-m1674-m1675-m1726-m1727-m1745-m1746-m1781]
0,1,8,[s5],[m843-m845-m846-m848-m849-m850-m851-m935]
0,4,3,[s2-s3-s5-s8],[m94-m859-m860]
0,3,3,[s1-s4-s12],[m17-m1242-m2149]
0,3,3,[s3-s4-s16],[m34-m218-m662]
121,1,3,[s4],[m1659-m1840-m1853]
0,0,4,[],[m325-m570-m1225-m2150]
0,2,7,[s3-s13],[m569-m624-m714-m886-m963-m984-m2151]
0,0,8,[],[m243-m553-m640-m641-m835-m951-m952-m953]
46,0,3,[],[m890-m950-m1517]
91,1,3,[s16],[m1900-m1901-m1902]
0,3,6,[s3-s4-s12],[m17-m23-m389-m523-m921-m1535]
0,2,3,[s3-s5],[m17-m25-m226]
0,10,7,[s1-s2-s3-s4-s5-s7-s8-s12-s16-s17],[m38-m61-m532-m533-m643-m692-m922]
0,3,5,[s3-s4-s5],[m17-m23-m179-m407-m419]
0,3,21,[s1-s4-s12],[m336-m735-m736-m737-m738-m739-m740-m1005-m1330-m1331-m1332-m1333-m1334-m1335-m1336-m1338-m1339-m1340-m1732-m2042-m2152]
122,2,18,[s1-s4],[m1139-m1140-m1141-m1145-m1147-m1148-m1149-m1151-m1152-m1153-m1157-m1158-m1159-m1160-m1162-m1163-m1166-m2006]
682,6,4,[s3-s4-s5-s6-s12-s13],[m571-m572-m2153-m2154]
0,1,3,[s13],[m618-m697-m699]
0,1,3,[s13],[m156-m235-m2155]
427,5,8,[s2-s3-s5-s8-s16],[m992-m993-m996-m1167-m1168-m1171-m1361-m2044]
0,3,21,[s1-s4-s12],[m101-m336-m735-m736-m737-m738-m739-m740-m1005-m1330-m1331-m1332-m1333-m1334-m1335-m1336-m1337-m1338-m1339-m1340-m1732]
143,1,6,[s4],[m1659-m1840-m1841-m1842-m1843-m1869]
888,2,19,[s3-s13],[m201-m338-m378-m379-m380-m514-m569-m591-m797-m960-m984-m1074-m1224-m1237-m1394-m1395-m1576-m1622-m1696]
243,2,7,[s3-s13],[m719-m723-m724-m1284-m1383-m1696-m1697]
0,3,3,[s3-s5-s13],[m728-m1705-m1974]
0,5,3,[s2-s3-s5-s8-s9],[m2141-m2142-m2143]
212,9,20,[s1-s3-s4-s6-s7-s12-s14-s15-s16],[m141-m253-m256-m364-m2156-m2157-m2158-m2159-m2160-m2161-m2162-m2163-m2164-m2165-m2166-m2167-m2168-m2169-m2170-m2171]
0,5,6,[s3-s4-s5-s7-s12],[m17-m40-m643-m644-m645-m646]
0,1,11,[s4],[m1659-m1741-m1834-m1835-m1853-m1870-m1903-m1904-m1905-m2172-m2173]
88,1,3,[s1],[m1912-m1913-m1914]
0,3,11,[s3-s5-s16],[m177-m179-m494-m495-m497-m498-m499-m500-m816-m857-m1686]
0,2,8,[s5-s6],[m177-m495-m497-m816-m817-m1190-m1191-m1192]
91,1,3,[s16],[m1900-m1901-m1902]
0,2,3,[s3-s5],[m74-m76-m144]
0,5,3,[s3-s4-s5-s7-s12],[m17-m104-m1524]
0,1,3,[s16],[m1186-m1227-m1833]
0,4,8,[s3-s4-s5-s12],[m179-m523-m635-m636-m637-m639-m673-m674]
0,4,3,[s2-s3-s5-s16],[m44-m45-m302]
85,1,9,[s4],[m1659-m1741-m1835-m1840-m1842-m1853-m1854-m1951-m1952]
88,1,3,[s1],[m1912-m1913-m1914]
0,2,3,[s3-s16],[m73-m662-m2144]
0,4,3,[s1-s3-s8-s17],[m552-m858-m1572]
123,3,6,[s3-s4-s5],[m1290-m1291-m1292-m1293-m1616-m1682]
0,2,3,[s3-s5],[m97-m410-m632]
226,1,17,[s4],[m1121-m1194-m1196-m2174-m2175-m2176-m2177-m2178-m2179-m2180-m2181-m2182-m2183-m2184-m2185-m2186-m2187]
124,0,3,[],[m890-m941-m1025]
0,3,5,[s3-s4-s12],[m17-m179-m523-m1488-m1551]
433,3,3,[s3-s4-s12],[m17-m893-m1186]
0,3,5,[s3-s16-s18],[m17-m111-m714-m893-m1186]
125,0,27,[],[m263-m264-m265-m266-m267-m268-m269-m270-m271-m272-m273-m274-m275-m276-m277-m278-m279-m280-m281-m283-m284-m286-m287-m288-m289-m290-m292]
126,3,3,[s3-s4-s12],[m17-m179-m523]
127,4,3,[s2-s3-s5-s9],[m259-m1006-m1465]
128,10,23,[s1-s2-s3-s5-s6-s7-s8-s13-s16-s17],[m493-m623-m732-m1179-m1180-m1181-m1363-m1457-m1458-m1459-m1460-m1461-m1462-m1463-m1464-m1751-m1752-m1754-m1755-m1757-m1758-m1759-m1761]
0,4,11,[s2-s3-s4-s8],[m167-m441-m442-m443-m444-m445-m446-m800-m1472-m1478-m1480]
134,1,6,[s5],[m1854-m1856-m1868-m2129-m2188-m2189]
0,3,10,[s1-s3-s5],[m318-m319-m859-m882-m1436-m1437-m1438-m1439-m1443-m1444]
0,2,9,[s4-s5],[m473-m487-m508-m525-m537-m538-m539-m540-m1956]
0,7,3,[s2-s3-s4-s5-s8-s13-s14],[m17-m23-m478]
0,1,3,[s5],[m17-m23-m224]
0,2,24,[s3-s5],[m1596-m1598-m1601-m1603-m1608-m1610-m1613-m1668-m1669-m1670-m1672-m1673-m1675-m1676-m1702-m1703-m1725-m1726-m1884-m1885-m1886-m1887-m2007-m2190]
0,1,4,[s3],[m1530-m1532-m1533-m1813]
0,0,5,[],[m890-m892-m950-m1025-m1517]
0,3,7,[s3-s5-s13],[m336-m583-m799-m825-m1027-m1373-m1506]
0,2,3,[s3-s5],[m781-m1186-m1833]
0,1,3,[s4],[m59-m534-m1803]
0,1,7,[s5],[m1854-m1855-m1856-m1857-m2129-m2131-m2146]
0,2,3,[s1-s4],[m220-m965-m1220]
0,1,11,[s5],[m843-m845-m846-m847-m848-m849-m850-m851-m935-m1032-m1033]
0,3,4,[s3-s4-s5],[m17-m23-m220-m389]
0,1,6,[s5],[m1854-m1855-m1856-m1857-m1868-m2130]
0,2,4,[s4-s5],[m123-m187-m1648-m2055]
0,3,3,[s1-s3-s4],[m169-m310-m2053]
0,4,3,[s3-s4-s5-s8],[m1018-m1019-m1020]
129,2,3,[s1-s4],[m17-m104-m414]
130,1,3,[s5],[m1854-m1856-m1857]
131,3,28,[s1-s3-s4],[m154-m169-m233-m327-m422-m423-m424-m425-m426-m427-m428-m429-m430-m431-m432-m433-m434-m435-m436-m437-m438-m439-m440-m734-m819-m821-m823-m1659]
0,5,3,[s2-s5-s7-s8-s14],[m657-m893-m1186]
0,1,4,[s1],[m7-m12-m18-m80]
0,5,7,[s1-s3-s4-s12-s16],[m17-m297-m642-m962-m1135-m1707-m2191]
0,0,3,[],[m157-m221-m616]
0,3,3,[s2-s5-s17],[m1019-m2192-m2193]
0,1,8,[s5],[m843-m845-m846-m848-m849-m850-m851-m1032]
0,2,6,[s3-s5],[m45-m46-m410-m630-m631-m633]
132,1,3,[s4],[m1840-m1897-m1898]
46,0,3,[],[m890-m950-m1517]
815,4,3,[s2-s3-s5-s8],[m915-m916-m1577]
872,1,3,[s4],[m1659-m1870-m2194]
164,1,6,[s4],[m15-m258-m312-m471-m780-m973]
0,0,4,[],[m1603-m1608-m1666-m1727]
0,4,8,[s3-s4-s5-s12],[m17-m23-m54-m179-m220-m325-m523-m1242]
0,1,3,[s3],[m17-m54-m1364]
0,2,13,[s3-s4],[m116-m315-m792-m824-m931-m932-m933-m1367-m1433-m1434-m1649-m1782-m2195]
0,3,5,[s3-s4-s12],[m17-m1113-m1637-m1879-m1978]
0,3,13,[s2-s3-s8],[m1344-m1598-m1601-m1603-m1611-m1613-m1665-m1666-m1668-m1675-m2069-m2196-m2197]
82,1,3,[s7],[m715-m893-m1186]
232,4,3,[s3-s4-s5-s12],[m17-m1238-m1240]
0,1,4,[s16],[m829-m889-m893-m1186]
0,3,5,[s3-s4-s5],[m17-m718-m982-m1283-m1342]
172,2,6,[s1-s4],[m169-m1142-m1160-m1257-m1326-m1876]
0,1,3,[s5],[m17-m389-m2031]
0,1,4,[s5],[m17-m24-m60-m781]
0,2,3,[s4-s12],[m17-m23-m862]
0,1,10,[s5],[m537-m538-m539-m540-m541-m542-m543-m875-m998-m1000]
0,1,3,[s4],[m14-m315-m1062]
0,10,28,[s2-s3-s4-s5-s6-s7-s8-s13-s14-s17],[m621-m622-m717-m951-m1038-m1039-m1040-m1041-m1042-m1043-m1044-m1045-m1046-m1047-m1048-m1049-m1050-m1051-m1052-m1844-m1845-m1846-m1847-m1848-m1849-m1850-m1851-m1852]
0,3,12,[s3-s5-s16],[m177-m179-m494-m495-m496-m497-m498-m499-m816-m1214-m1215-m1686]
0,4,7,[s3-s4-s7-s12],[m17-m54-m370-m1113-m1114-m1637-m1879]
0,1,11,[s14],[m324-m339-m618-m619-m620-m1117-m1648-m1655-m2198-m2199-m2200]
570,3,3,[s4-s5-s8],[m103-m680-m781]
115,0,6,[],[m1741-m1834-m1880-m1881-m1882-m1883]
0,4,5,[s2-s3-s5-s8],[m17-m657-m893-m1186-m2048]
0,3,3,[s2-s5-s8],[m52-m260-m304]
456,4,14,[s2-s3-s5-s8],[m1369-m1402-m1509-m1510-m1511-m1513-m1712-m1713-m1715-m1716-m2022-m2023-m2024-m2201]
0,3,10,[s1-s3-s4],[m18-m180-m181-m182-m183-m184-m185-m362-m363-m626]
0,5,5,[s2-s3-s4-s5-s8],[m317-m1119-m1364-m1365-m2034]
491,1,8,[s6],[m236-m526-m527-m528-m529-m530-m980-m2202]
0,3,4,[s4-s5-s12],[m17-m893-m1186-m2203]
133,0,4,[],[m1186-m1579-m1580-m1833]
134,1,6,[s5],[m1854-m1856-m1868-m2129-m2188-m2189]
135,1,3,[s5],[m1854-m1855-m1856]
0,3,8,[s1-s3-s13],[m190-m721-m728-m799-m881-m1427-m1705-m2015]
0,2,5,[s4-s12],[m17-m2204-m2205-m2206-m2207]
0,1,3,[s1],[m893-m940-m1186]
0,1,4,[s4],[m1840-m1870-m2051-m2052]
136,1,4,[s4],[m1834-m1835-m1895-m1896]
0,3,14,[s3-s4-s13],[m573-m627-m681-m686-m701-m702-m1362-m1396-m1397-m1398-m1699-m1829-m2015-m2208]
0,11,27,[s1-s2-s3-s4-s5-s6-s7-s8-s13-s14-s17],[m621-m622-m717-m951-m1038-m1039-m1040-m1041-m1042-m1043-m1044-m1045-m1046-m1047-m1048-m1049-m1051-m1052-m1844-m1845-m1846-m1847-m1848-m1849-m1850-m1851-m1852]
475,2,25,[s1-s4],[m298-m1139-m1140-m1141-m1142-m1145-m1146-m1147-m1148-m1149-m1151-m1152-m1153-m1154-m1155-m1157-m1158-m1159-m1160-m1162-m1163-m1164-m1165-m1166-m2006]
0,4,7,[s3-s4-s5-s16],[m679-m808-m809-m810-m814-m815-m2145]
0,4,23,[s2-s3-s5-s8],[m584-m1080-m1081-m1082-m1083-m1085-m1086-m1087-m1088-m1089-m1090-m1092-m1093-m1095-m1096-m1097-m1098-m1099-m1100-m1101-m1526-m1527-m1528]
137,1,8,[s5],[m843-m844-m845-m846-m848-m849-m850-m851]
0,2,3,[s3-s16],[m17-m495-m1214]
0,1,4,[s4],[m179-m523-m1023-m1371]
88,1,3,[s1],[m1912-m1913-m1914]
0,7,3,[s1-s2-s3-s4-s5-s12-s14],[m17-m324-m1325]
46,0,3,[],[m890-m950-m1517]
0,3,4,[s3-s4-s12],[m17-m220-m921-m1374]
0,2,7,[s13-s14],[m17-m712-m1271-m1373-m2154-m2209-m2210]
0,1,4,[s5],[m46-m228-m1364-m1365]
0,6,4,[s3-s4-s5-s6-s7-s16],[m17-m829-m1186-m1833]
147,0,3,[],[m1834-m1835-m1870]
0,5,4,[s3-s4-s5-s12-s14],[m601-m603-m614-m1258]
0,1,21,[s4],[m17-m166-m240-m2071-m2072-m2073-m2074-m2075-m2076-m2077-m2078-m2079-m2081-m2082-m2083-m2084-m2091-m2093-m2095-m2096-m2097]
0,4,14,[s1-s4-s7-s16],[m936-m937-m1030-m1286-m1638-m1639-m1640-m1641-m1642-m1643-m1644-m1645-m1646-m1831]
915,2,4,[s3-s13],[m514-m570-m958-m1576]
0,3,3,[s1-s4-s5],[m162-m310-m335]
0,0,4,[],[m974-m1025-m1184-m1185]
0,8,21,[s1-s2-s3-s8-s11-s16-s17-s18],[m650-m1015-m1016-m1017-m1188-m1216-m1217-m1218-m1219-m1247-m1248-m1249-m1250-m1251-m1252-m1253-m1254-m1255-m1256-m1795-m1796]
0,4,4,[s3-s4-s5-s14],[m54-m831-m966-m1103]
0,2,7,[s3-s7],[m40-m533-m643-m644-m645-m646-m692]
0,6,7,[s1-s2-s3-s4-s5-s16],[m166-m240-m2003-m2073-m2074-m2078-m2094]
131,3,28,[s1-s3-s4],[m154-m169-m233-m327-m422-m423-m424-m425-m426-m427-m428-m429-m430-m431-m432-m433-m434-m435-m436-m437-m438-m439-m440-m734-m819-m821-m823-m1659]
0,1,3,[s4],[m17-m220-m389]
0,3,3,[s3-s4-s5],[m17-m148-m389]
0,2,9,[s3-s13],[m684-m728-m880-m884-m1354-m1427-m1456-m1556-m1626]
87,0,4,[],[m1869-m1870-m1895-m1961]
149,1,6,[s4],[m1659-m1741-m1835-m1896-m1952-m2211]
0,2,5,[s4-s12],[m17-m23-m179-m325-m523]
0,0,6,[],[m244-m245-m246-m247-m250-m252]
0,2,16,[s3-s5],[m45-m388-m391-m411-m831-m832-m895-m897-m965-m966-m967-m968-m969-m970-m972-m973]
0,2,21,[s4-s5],[m467-m473-m525-m537-m538-m539-m540-m541-m864-m865-m867-m869-m907-m998-m999-m1272-m1274-m1355-m1357-m1392-m1956]
0,1,3,[s4],[m17-m23-m2054]
0,1,5,[s1],[m13-m135-m153-m154-m2212]
0,1,10,[s3],[m1598-m1599-m1601-m1602-m1603-m1665-m1670-m1672-m1702-m1780]
0,1,4,[s5],[m26-m50-m317-m783]
138,2,7,[s2-s3],[m784-m1598-m1599-m1601-m1665-m1702-m1703]
840,1,4,[s4],[m1840-m1853-m1952-m2011]
341,2,3,[s4-s16],[m545-m936-m1891]
0,2,3,[s4-s12],[m17-m23-m75]
139,1,18,[s4],[m162-m179-m523-m595-m598-m665-m666-m983-m1356-m1455-m1733-m1734-m1735-m1736-m1737-m1738-m1739-m1943]
88,1,3,[s1],[m1912-m1913-m1914]
0,2,6,[s3-s5],[m17-m985-m986-m987-m988-m1118]
0,1,4,[s6],[m206-m237-m530-m2123]
0,0,4,[],[m1659-m1834-m1835-m1957]
0,1,5,[s5],[m1854-m1855-m1856-m1857-m2129]
0,2,3,[s1-s3],[m17-m23-m94]
0,6,3,[s1-s3-s4-s5-s13-s16],[m17-m23-m104]
140,0,3,[],[m17-m893-m1186]
177,3,6,[s3-s4-s5],[m408-m556-m778-m795-m2012-m2213]
