,dataset,#teams,#skills,#experts
0,3,4,[s2-s4-s18],[m2-m8-m62-m96]
0,1,3,[s9],[m2-m8-m9]
0,1,23,[s2],[m7-m8-m9-m378-m398-m400-m401-m409-m410-m631-m632-m633-m634-m674-m675-m676-m677-m678-m697-m736-m737-m738-m785]
0,5,23,[s4-s5-s11-s15-s16],[m464-m466-m467-m606-m607-m648-m652-m653-m658-m659-m660-m664-m666-m667-m668-m669-m671-m673-m685-m686-m687-m696-m727]
0,1,3,[s19],[m336-m471-m581]
0,4,3,[s2-s9-s11-s12],[m2-m471-m581]
0,3,3,[s2-s4-s9],[m2-m415-m419]
0,1,5,[s2],[m8-m9-m201-m204-m222]
0,3,5,[s2-s4-s18],[m2-m7-m96-m126-m548]
0,2,3,[s2-s4],[m2-m8-m144]
0,1,4,[s5],[m111-m383-m388-m389]
0,1,3,[s2],[m670-m726-m786]
0,3,3,[s2-s4-s18],[m85-m86-m94]
0,1,4,[s2],[m2-m8-m9-m479]
0,4,3,[s4-s5-s9-s18],[m2-m62-m382]
0,5,9,[s2-s4-s5-s9-s15],[m170-m217-m219-m220-m221-m226-m228-m338-m339]
0,2,3,[s2-s4],[m62-m112-m550]
0,2,3,[s4-s18],[m2-m7-m127]
0,3,3,[s2-s4-s9],[m2-m581-m748]
0,3,3,[s4-s5-s9],[m33-m415-m585]
0,1,4,[s9],[m337-m406-m407-m413]
0,4,3,[s2-s4-s5-s18],[m2-m7-m345]
0,2,7,[s4-s5],[m83-m147-m356-m357-m405-m406-m407]
0,2,5,[s4-s5],[m9-m137-m283-m284-m285]
0,1,3,[s13],[m9-m138-m387]
0,1,6,[s11],[m27-m168-m318-m610-m655-m656]
0,1,3,[s2],[m2-m62-m480]
0,4,9,[s1-s2-s4-s5],[m320-m321-m323-m324-m325-m326-m329-m333-m389]
0,3,7,[s2-s4-s18],[m2-m72-m238-m243-m244-m363-m547]
0,1,5,[s2],[m718-m728-m729-m787-m788]
0,1,6,[s4],[m358-m578-m583-m584-m585-m586]
0,2,9,[s4-s15],[m464-m466-m607-m658-m659-m664-m669-m673-m789]
0,2,4,[s2-s18],[m2-m8-m192-m336]
0,3,5,[s2-s4-s18],[m2-m194-m251-m536-m754]
0,3,8,[s3-s4-s5],[m9-m136-m137-m138-m177-m282-m283-m284]
0,6,4,[s1-s4-s5-s13-s15-s16],[m35-m445-m446-m495]
0,2,3,[s2-s4],[m2-m55-m86]
0,1,4,[s18],[m2-m8-m9-m85]
0,1,4,[s5],[m2-m7-m9-m345]
0,1,11,[s5],[m389-m501-m521-m522-m523-m524-m525-m526-m527-m528-m538]
0,3,3,[s2-s4-s12],[m69-m518-m519]
0,2,3,[s2-s18],[m2-m251-m536]
0,8,5,[s1-s2-s4-s6-s11-s15-s16-s18],[m2-m353-m490-m552-m591]
0,1,4,[s11],[m2-m8-m9-m62]
0,2,3,[s2-s4],[m8-m251-m536]
0,3,4,[s4-s5-s9],[m2-m7-m405-m406]
0,2,3,[s2-s18],[m2-m7-m8]
0,2,3,[s4-s9],[m9-m138-m387]
0,2,3,[s4-s11],[m2-m7-m284]
0,1,3,[s5],[m96-m471-m581]
0,3,6,[s2-s4-s18],[m2-m7-m8-m9-m251-m300]
0,1,21,[s2],[m364-m554-m555-m556-m557-m558-m559-m560-m561-m562-m563-m564-m565-m566-m567-m568-m569-m571-m572-m573-m574]
0,1,3,[s2],[m2-m132-m232]
0,1,12,[s2],[m693-m698-m699-m720-m723-m725-m726-m728-m740-m741-m749-m750]
0,2,3,[s2-s5],[m2-m7-m96]
0,3,4,[s2-s4-s9],[m2-m7-m127-m397]
0,3,3,[s2-s11-s12],[m2-m471-m581]
0,2,4,[s4-s9],[m2-m85-m471-m581]
0,1,3,[s11],[m2-m8-m9]
0,1,4,[s5],[m18-m21-m54-m113]
0,1,3,[s12],[m2-m7-m345]
0,2,3,[s2-s5],[m111-m383-m389]
0,1,4,[s2],[m670-m698-m720-m723]
0,5,12,[s4-s5-s11-s15-s16],[m464-m466-m473-m474-m606-m607-m651-m653-m658-m659-m664-m668]
0,2,3,[s2-s18],[m2-m9-m85]
0,2,6,[s4-s16],[m464-m489-m607-m658-m659-m661]
0,1,5,[s5],[m2-m23-m128-m160-m601]
0,1,5,[s4],[m2-m640-m641-m642-m690]
0,3,6,[s1-s2-s4],[m321-m322-m329-m331-m333-m699]
0,2,3,[s2-s5],[m8-m9-m28]
0,3,5,[s2-s4-s18],[m2-m7-m8-m86-m160]
0,5,17,[s4-s5-s11-s15-s16],[m301-m302-m303-m304-m305-m306-m307-m308-m309-m310-m311-m312-m313-m315-m316-m495-m596]
0,1,3,[s2],[m2-m7-m298]
0,1,3,[s10],[m2-m7-m129]
0,4,14,[s1-s4-s8-s11],[m408-m439-m440-m441-m469-m470-m544-m622-m623-m624-m625-m626-m683-m684]
0,6,5,[s1-s2-s11-s15-s16-s18],[m2-m236-m590-m591-m635]
0,2,4,[s10-s14],[m2-m7-m8-m9]
0,1,16,[s5],[m216-m240-m241-m242-m289-m290-m294-m297-m334-m433-m496-m498-m499-m531-m532-m608]
0,3,3,[s1-s2-s12],[m336-m471-m581]
0,3,3,[s1-s2-s11],[m2-m553-m590]
0,1,3,[s2],[m7-m52-m86]
0,2,5,[s1-s4],[m62-m187-m188-m190-m592]
0,2,5,[s4-s9],[m381-m432-m476-m478-m516]
0,1,3,[s4],[m96-m160-m590]
0,2,4,[s4-s9],[m336-m471-m507-m581]
0,2,3,[s2-s12],[m2-m581-m748]
0,2,3,[s4-s9],[m2-m7-m85]
0,1,6,[s10],[m2-m226-m227-m296-m403-m404]
0,2,3,[s4-s5],[m53-m471-m581]
0,1,11,[s2],[m693-m698-m699-m720-m723-m725-m726-m728-m740-m741-m750]
0,1,3,[s11],[m2-m7-m480]
0,1,9,[s5],[m501-m502-m521-m522-m523-m524-m525-m527-m538]
0,2,6,[s2-s3],[m8-m184-m195-m398-m400-m401]
0,1,27,[s2],[m7-m8-m9-m14-m251-m378-m398-m400-m401-m409-m410-m631-m632-m633-m634-m674-m675-m676-m677-m678-m679-m697-m736-m737-m738-m739-m785]
0,2,4,[s2-s4],[m2-m7-m52-m86]
0,1,3,[s2],[m2-m9-m85]
0,2,3,[s2-s18],[m7-m8-m9]
0,2,3,[s1-s4],[m96-m99-m233]
0,2,3,[s4-s5],[m2-m23-m96]
0,1,4,[s5],[m692-m693-m722-m724]
0,3,3,[s5-s15-s16],[m120-m121-m340]
0,3,4,[s2-s5-s18],[m2-m336-m471-m581]
0,1,24,[s4],[m224-m239-m350-m351-m352-m359-m360-m361-m362-m363-m364-m365-m366-m367-m368-m369-m370-m371-m372-m373-m374-m375-m376-m377]
0,1,4,[s2],[m670-m698-m723-m749]
0,5,3,[s1-s2-s4-s6-s11],[m123-m168-m169]
0,2,3,[s4-s7],[m2-m7-m113]
0,2,17,[s2-s11],[m140-m141-m142-m143-m145-m199-m200-m246-m271-m272-m273-m274-m276-m384-m391-m392-m393]
0,1,3,[s2],[m693-m741-m790]
0,2,4,[s9-s18],[m2-m7-m96-m160]
0,2,4,[s4-s9],[m2-m8-m9-m479]
0,1,10,[s1],[m611-m612-m614-m761-m768-m769-m775-m791-m792-m793]
0,3,4,[s2-s3-s4],[m9-m30-m136-m137]
0,1,3,[s2],[m670-m698-m723]
0,3,4,[s4-s5-s11],[m2-m457-m602-m603]
0,2,18,[s4-s5],[m78-m153-m154-m213-m214-m215-m216-m240-m241-m242-m277-m279-m280-m281-m289-m294-m354-m530]
0,2,4,[s4-s11],[m2-m52-m77-m345]
0,1,4,[s2],[m8-m9-m57-m84]
0,1,4,[s12],[m2-m7-m96-m99]
0,1,8,[s2],[m2-m670-m719-m720-m725-m726-m741-m794]
0,1,5,[s2],[m693-m719-m741-m790-m795]
0,1,6,[s2],[m670-m699-m718-m719-m728-m729]
0,3,6,[s2-s4-s9],[m83-m337-m338-m406-m407-m413]
0,2,5,[s2-s4],[m2-m357-m425-m430-m431]
0,2,4,[s2-s4],[m2-m7-m85-m96]
0,3,3,[s2-s4-s18],[m2-m96-m160]
0,6,3,[s1-s2-s4-s5-s6-s11],[m168-m655-m656]
0,2,7,[s4-s5],[m9-m137-m138-m283-m284-m285-m387]
0,3,7,[s4-s5-s16],[m108-m119-m120-m135-m150-m231-m349]
0,3,3,[s2-s4-s9],[m2-m7-m582]
0,5,3,[s4-s5-s15-s16-s17],[m2-m10-m581]
0,1,3,[s12],[m2-m7-m52]
0,3,3,[s4-s6-s9],[m437-m448-m508]
0,2,8,[s4-s9],[m2-m8-m9-m96-m223-m291-m508-m599]
0,1,3,[s16],[m108-m150-m231]
0,1,3,[s4],[m2-m7-m9]
0,2,5,[s2-s4],[m2-m62-m86-m96-m160]
0,3,5,[s4-s5-s9],[m2-m382-m415-m419-m477]
0,1,3,[s11],[m8-m9-m62]
0,1,3,[s12],[m2-m662-m663]
0,1,8,[s2],[m2-m158-m161-m702-m703-m706-m752-m753]
0,2,3,[s4-s9],[m347-m585-m597]
0,1,3,[s1],[m1-m3-m109]
0,1,4,[s2],[m2-m86-m200-m274]
0,1,7,[s2],[m693-m720-m723-m725-m741-m794-m796]
0,5,6,[s1-s2-s11-s15-s16],[m2-m85-m236-m553-m590-m591]
0,2,6,[s4-s5],[m2-m7-m23-m128-m479-m601]
0,2,3,[s2-s12],[m471-m505-m581]
0,5,8,[s1-s2-s5-s11-s18],[m2-m94-m353-m490-m552-m553-m591-m635]
0,2,3,[s2-s18],[m2-m144-m174]
0,2,3,[s5-s9],[m382-m419-m507]
0,1,8,[s5],[m501-m521-m522-m523-m524-m525-m526-m528]
0,3,3,[s2-s5-s16],[m2-m111-m251]
0,4,5,[s2-s4-s12-s18],[m65-m67-m68-m75-m450]
0,1,3,[s5],[m2-m7-m10]
0,2,3,[s2-s18],[m2-m62-m535]
0,1,6,[s5],[m501-m521-m522-m523-m524-m525]
0,4,9,[s2-s4-s5-s10],[m219-m227-m296-m342-m403-m404-m503-m580-m627]
0,2,3,[s5-s10],[m2-m7-m115]
0,3,6,[s2-s4-s18],[m2-m7-m91-m176-m234-m235]
0,6,3,[s1-s2-s11-s12-s15-s18],[m459-m460-m461]
0,1,4,[s4],[m466-m658-m659-m671]
0,6,3,[s4-s5-s9-s11-s15-s16],[m7-m298-m299]
0,5,22,[s4-s5-s11-s15-s16],[m464-m466-m467-m474-m606-m607-m648-m651-m653-m654-m658-m659-m660-m664-m666-m668-m671-m673-m681-m685-m686-m687]
0,2,4,[s2-s4],[m62-m86-m200-m274]
0,1,4,[s5],[m2-m7-m92-m96]
0,2,3,[s4-s5],[m2-m380-m471]
0,2,6,[s2-s18],[m2-m7-m8-m9-m52-m58]
0,2,3,[s1-s13],[m336-m471-m581]
0,1,3,[s2],[m402-m409-m410]
0,2,4,[s4-s11],[m2-m7-m96-m507]
0,1,3,[s2],[m2-m7-m57]
0,1,8,[s5],[m502-m521-m522-m523-m524-m525-m526-m528]
0,6,17,[s1-s4-s5-s11-s15-s16],[m301-m302-m303-m304-m305-m306-m307-m308-m309-m310-m311-m312-m313-m315-m316-m495-m596]
0,1,3,[s2],[m670-m699-m720]
0,3,6,[s4-s5-s11],[m2-m9-m282-m283-m284-m285]
0,1,4,[s1],[m612-m628-m797-m798]
0,5,24,[s4-s5-s11-s15-s16],[m464-m466-m467-m606-m607-m648-m651-m652-m653-m658-m659-m660-m664-m665-m667-m668-m669-m673-m685-m686-m687-m689-m696-m727]
0,2,6,[s2-s18],[m2-m7-m8-m9-m52-m194]
0,2,3,[s2-s4],[m436-m471-m581]
0,7,14,[s1-s2-s4-s8-s11-s13-s18],[m408-m411-m439-m440-m441-m470-m544-m622-m623-m624-m625-m626-m684-m800]
0,1,4,[s9],[m7-m147-m337-m406]
0,2,3,[s2-s9],[m2-m420-m421]
0,2,4,[s2-s4],[m7-m248-m249-m250]
0,1,19,[s5],[m215-m216-m240-m241-m242-m277-m278-m281-m290-m294-m297-m354-m433-m435-m496-m497-m498-m510-m531]
0,4,3,[s1-s4-s5-s9],[m418-m516-m751]
0,5,16,[s4-s5-s11-s15-s16],[m464-m474-m486-m606-m607-m651-m653-m654-m658-m659-m660-m666-m671-m673-m686-m687]
0,1,8,[s9],[m83-m147-m337-m356-m405-m406-m407-m413]
0,2,3,[s3-s4],[m2-m8-m9]
0,4,4,[s2-s4-s10-s18],[m2-m7-m300-m343]
0,1,4,[s5],[m2-m128-m345-m601]
0,1,3,[s5],[m2-m128-m601]
0,2,3,[s2-s18],[m2-m425-m431]
0,5,7,[s4-s5-s11-s15-s16],[m119-m131-m133-m197-m206-m340-m341]
0,5,8,[s1-s2-s4-s5-s11],[m85-m93-m193-m236-m237-m243-m353-m481]
0,12,24,[s2-s3-s4-s5-s7-s9-s10-s12-s13-s15-s16-s17],[m35-m36-m37-m38-m39-m40-m41-m42-m43-m44-m45-m46-m47-m48-m49-m50-m208-m442-m443-m444-m445-m446-m447-m657]
0,4,7,[s4-s5-s15-s16],[m108-m119-m120-m131-m133-m135-m340]
0,2,4,[s2-s18],[m2-m96-m425-m430]
0,4,3,[s1-s2-s4-s14],[m2-m139-m194]
0,3,3,[s2-s4-s18],[m336-m471-m581]
0,1,3,[s9],[m2-m7-m298]
0,5,4,[s2-s4-s5-s7-s18],[m2-m62-m116-m300]
0,1,6,[s2],[m719-m720-m725-m726-m741-m794]
0,6,3,[s2-s3-s4-s5-s11-s12],[m436-m581-m748]
0,1,3,[s6],[m2-m7-m300]
0,2,6,[s2-s18],[m2-m7-m62-m85-m96-m160]
0,2,4,[s4-s9],[m114-m414-m419-m432]
0,5,20,[s4-s5-s11-s15-s16],[m464-m466-m606-m607-m648-m649-m651-m653-m659-m661-m665-m666-m667-m668-m669-m673-m685-m688-m696-m727]
0,1,4,[s2],[m2-m86-m357-m430]
0,1,9,[s2],[m670-m698-m718-m719-m723-m726-m728-m745-m801]
0,4,10,[s4-s11-s15-s16],[m186-m423-m424-m588-m593-m600-m630-m651-m652-m653]
0,2,3,[s5-s12],[m336-m471-m581]
0,6,3,[s1-s2-s4-s11-s15-s16],[m2-m159-m492]
0,3,3,[s2-s5-s12],[m2-m471-m581]
0,6,6,[s2-s4-s5-s11-s15-s16],[m2-m301-m305-m308-m311-m495]
0,2,3,[s10-s14],[m2-m7-m102]
0,1,3,[s5],[m694-m724-m735]
0,3,3,[s4-s5-s9],[m7-m298-m386]
0,2,3,[s4-s10],[m247-m345-m346]
0,3,3,[s3-s4-s9],[m2-m7-m604]
0,1,16,[s4],[m423-m598-m606-m607-m650-m652-m653-m658-m659-m664-m668-m673-m681-m685-m687-m727]
0,3,3,[s4-s5-s15],[m2-m8-m23]
0,1,3,[s5],[m471-m548-m581]
0,3,4,[s2-s4-s18],[m2-m7-m8-m9]
0,2,3,[s2-s18],[m2-m8-m85]
0,2,4,[s2-s18],[m2-m55-m471-m581]
0,2,3,[s4-s11],[m61-m159-m174]
0,3,3,[s1-s2-s4],[m2-m139-m194]
0,5,16,[s4-s5-s11-s15-s16],[m464-m466-m474-m488-m606-m607-m650-m653-m654-m658-m659-m660-m664-m669-m671-m673]
0,6,3,[s2-s4-s5-s9-s16-s18],[m2-m300-m386]
0,5,3,[s1-s2-s5-s6-s11],[m168-m655-m656]
0,3,3,[s2-s4-s5],[m2-m251-m751]
0,1,5,[s2],[m7-m8-m9-m96-m99]
0,4,3,[s2-s5-s9-s12],[m336-m471-m581]
0,3,19,[s2-s5-s11],[m78-m215-m216-m240-m241-m242-m278-m286-m287-m294-m344-m355-m433-m434-m497-m499-m510-m533-m608]
0,3,6,[s2-s4-s11],[m140-m143-m198-m200-m274-m275]
0,2,7,[s4-s18],[m55-m63-m65-m67-m75-m449-m450]
0,3,6,[s2-s4-s18],[m2-m7-m52-m62-m492-m551]
0,1,4,[s12],[m2-m96-m581-m748]
0,2,4,[s2-s4],[m2-m415-m420-m421]
0,2,11,[s4-s15],[m423-m473-m474-m595-m598-m607-m658-m659-m667-m669-m681]
0,4,3,[s2-s5-s15-s16],[m501-m526-m538]
0,2,4,[s2-s18],[m8-m9-m84-m86]
0,3,4,[s4-s5-s9],[m111-m383-m389-m390]
0,3,5,[s2-s4-s18],[m2-m62-m86-m96-m160]
0,2,3,[s2-s4],[m85-m160-m412]
0,2,3,[s4-s6],[m2-m8-m96]
0,1,3,[s2],[m2-m662-m663]
0,2,8,[s5-s9],[m381-m385-m419-m475-m476-m477-m478-m494]
0,3,5,[s1-s2-s11],[m2-m236-m553-m590-m591]
0,2,3,[s5-s16],[m134-m150-m225]
0,1,8,[s5],[m240-m241-m278-m294-m355-m433-m510-m608]
0,3,4,[s2-s4-s12],[m65-m68-m75-m450]
0,2,4,[s2-s18],[m2-m7-m345-m378]
0,1,8,[s5],[m501-m521-m522-m523-m524-m525-m526-m538]
0,2,7,[s4-s16],[m464-m466-m473-m593-m607-m658-m659]
0,8,8,[s1-s2-s4-s6-s11-s15-s16-s18],[m2-m85-m160-m411-m491-m551-m590-m635]
0,1,9,[s5],[m216-m240-m241-m242-m287-m294-m295-m497-m530]
0,2,3,[s2-s3],[m2-m7-m480]
0,3,3,[s2-s4-s18],[m2-m581-m748]
0,7,3,[s1-s2-s5-s9-s11-s12-s18],[m471-m545-m581]
0,2,4,[s6-s11],[m2-m7-m52-m345]
0,3,3,[s2-s5-s16],[m84-m86-m167]
0,1,6,[s2],[m718-m728-m729-m774-m787-m788]
0,3,4,[s2-s3-s4],[m151-m177-m292-m293]
0,4,6,[s1-s2-s11-s12],[m2-m85-m146-m482-m483-m484]
0,2,3,[s4-s10],[m2-m471-m581]
0,2,3,[s2-s18],[m2-m8-m483]
0,3,16,[s1-s2-s4],[m364-m554-m555-m556-m557-m559-m560-m561-m562-m563-m564-m565-m566-m567-m568-m569]
0,1,10,[s2],[m670-m693-m698-m699-m719-m720-m723-m725-m740-m741]
0,1,3,[s2],[m2-m86-m480]
0,1,8,[s9],[m147-m170-m337-m356-m405-m406-m407-m413]
0,2,4,[s2-s4],[m2-m436-m471-m581]
0,3,6,[s4-s5-s16],[m454-m455-m456-m457-m602-m603]
0,1,8,[s2],[m693-m720-m725-m728-m740-m741-m747-m777]
0,3,3,[s4-s5-s9],[m419-m475-m476]
0,4,9,[s4-s5-s15-s16],[m423-m424-m451-m452-m462-m465-m587-m600-m652]
0,2,8,[s4-s9],[m83-m147-m337-m356-m405-m406-m407-m413]
0,4,6,[s1-s2-s11-s18],[m353-m490-m552-m553-m591-m635]
0,2,12,[s2-s5],[m240-m241-m242-m288-m290-m294-m295-m297-m354-m435-m497-m499]
0,4,3,[s2-s4-s5-s18],[m2-m7-m86]
0,1,4,[s2],[m2-m471-m581-m672]
0,3,3,[s4-s5-s15],[m501-m502-m524]
0,2,4,[s2-s18],[m2-m251-m479-m754]
0,4,16,[s4-s11-s15-s16],[m464-m466-m472-m474-m593-m594-m606-m607-m651-m653-m658-m659-m660-m661-m668-m673]
0,1,4,[s12],[m130-m336-m471-m581]
0,2,25,[s2-s4],[m34-m110-m175-m183-m252-m253-m254-m255-m256-m257-m258-m259-m260-m261-m262-m263-m264-m265-m266-m267-m268-m269-m511-m513-m515]
0,4,5,[s2-s4-s11-s18],[m2-m7-m8-m9-m52]
0,1,4,[s2],[m670-m726-m746-m802]
0,3,4,[s2-s11-s12],[m61-m140-m144-m198]
0,2,3,[s2-s18],[m9-m160-m633]
0,3,3,[s2-s12-s18],[m2-m581-m748]
0,4,3,[s2-s3-s4-s18],[m2-m8-m9]
0,2,3,[s4-s5],[m2-m251-m751]
0,1,4,[s2],[m719-m725-m741-m803]
0,3,3,[s2-s5-s12],[m2-m7-m251]
0,1,21,[s2],[m2-m7-m8-m9-m398-m399-m400-m409-m410-m631-m632-m633-m634-m674-m675-m676-m677-m678-m697-m736-m737]
0,5,3,[s2-s4-s5-s12-s18],[m2-m581-m748]
0,1,3,[s11],[m436-m581-m748]
0,5,22,[s4-s5-s11-s15-s16],[m464-m465-m466-m467-m474-m606-m607-m653-m658-m659-m660-m664-m666-m668-m671-m673-m681-m685-m686-m687-m696-m727]
0,5,6,[s2-s4-s5-s9-s18],[m2-m8-m9-m160-m251-m536]
0,4,3,[s1-s2-s4-s11],[m123-m168-m169]
0,2,3,[s2-s18],[m2-m448-m508]
0,5,17,[s4-s5-s11-s15-s16],[m464-m466-m606-m607-m651-m653-m659-m660-m661-m665-m666-m667-m668-m669-m673-m696-m727]
0,2,4,[s2-s18],[m2-m8-m9-m99]
0,1,3,[s2],[m229-m357-m682]
0,1,3,[s2],[m2-m9-m479]
0,3,3,[s2-s5-s18],[m2-m62-m300]
0,1,3,[s1],[m3-m70-m596]
0,1,20,[s2],[m8-m9-m251-m398-m400-m401-m409-m410-m631-m632-m633-m634-m674-m675-m676-m677-m678-m697-m736-m737]
0,2,3,[s4-s5],[m2-m10-m62]
0,1,3,[s2],[m191-m426-m639]
0,2,4,[s4-s10],[m310-m312-m495-m701]
0,6,4,[s2-s4-s5-s9-s12-s18],[m2-m8-m536-m710]
0,3,3,[s2-s4-s5],[m2-m96-m547]
0,1,3,[s2],[m2-m200-m274]
0,2,6,[s4-s16],[m466-m473-m474-m648-m650-m653]
0,1,12,[s2],[m670-m693-m698-m699-m719-m720-m723-m725-m726-m740-m741-m804]
0,1,3,[s2],[m2-m62-m182]
0,7,7,[s2-s3-s4-s5-s9-s15-s16],[m186-m423-m424-m451-m600-m654-m668]
0,1,4,[s2],[m7-m79-m160-m251]
0,5,3,[s4-s5-s7-s10-s15],[m2-m7-m427]
0,3,3,[s2-s4-s11],[m2-m130-m251]
0,3,3,[s7-s11-s14],[m2-m116-m300]
0,3,3,[s2-s4-s12],[m2-m7-m300]
0,1,3,[s2],[m2-m7-m536]
0,2,12,[s4-s16],[m423-m464-m467-m473-m595-m606-m607-m658-m659-m664-m665-m669]
0,5,9,[s4-s5-s11-s15-s16],[m301-m302-m305-m308-m309-m310-m316-m495-m682]
0,1,3,[s2],[m2-m410-m548]
0,5,5,[s2-s4-s5-s16-s18],[m2-m8-m9-m86-m138]
0,2,6,[s2-s18],[m2-m7-m8-m9-m86-m194]
0,2,3,[s4-s10],[m2-m7-m540]
0,1,3,[s2],[m719-m734-m741]
0,4,5,[s2-s4-s5-s9],[m29-m30-m33-m223-m448]
0,4,15,[s4-s11-s15-s16],[m464-m466-m473-m598-m606-m607-m648-m658-m659-m660-m664-m665-m689-m696-m789]
0,4,3,[s2-s4-s5-s18],[m2-m357-m425]
0,2,4,[s4-s5],[m9-m283-m284-m285]
0,1,3,[s4],[m163-m429-m700]
0,1,11,[s4],[m464-m466-m474-m486-m606-m607-m658-m659-m660-m671-m688]
0,2,12,[s4-s16],[m423-m464-m473-m595-m606-m607-m653-m658-m669-m685-m687-m689]
0,5,3,[s1-s2-s4-s5-s9],[m2-m9-m284]
0,7,9,[s2-s4-s5-s6-s11-s15-s16],[m452-m463-m465-m587-m588-m589-m593-m594-m595]
0,11,3,[s1-s2-s4-s5-s6-s8-s9-s11-s12-s13-s18],[m2-m7-m8]
0,1,10,[s4],[m501-m502-m521-m522-m523-m524-m526-m527-m528-m538]
0,5,21,[s4-s5-s11-s15-s16],[m464-m465-m466-m467-m474-m606-m607-m648-m651-m658-m659-m660-m667-m668-m669-m671-m673-m681-m685-m727-m789]
0,5,4,[s4-s5-s11-s15-s16],[m659-m668-m673-m685]
0,1,3,[s2],[m2-m96-m512]
0,4,16,[s2-s4-s5-s11],[m155-m157-m158-m643-m644-m702-m703-m704-m705-m706-m707-m708-m711-m714-m715-m717]
0,5,4,[s4-s5-s11-s15-s16],[m102-m133-m149-m152]
0,2,3,[s2-s4],[m8-m201-m203]
0,1,3,[s2],[m2-m7-m8]
0,1,19,[s2],[m2-m8-m9-m14-m378-m398-m400-m409-m410-m631-m632-m634-m674-m675-m676-m677-m678-m679-m697]
0,3,7,[s2-s4-s18],[m2-m8-m9-m85-m86-m160-m300]
0,4,3,[s2-s4-s6-s18],[m2-m471-m581]
0,2,3,[s4-s18],[m2-m7-m300]
0,3,3,[s2-s4-s18],[m2-m9-m62]
0,5,23,[s4-s5-s11-s15-s16],[m464-m465-m466-m467-m474-m606-m607-m651-m653-m658-m659-m660-m664-m666-m668-m669-m671-m673-m681-m685-m687-m696-m727]
0,2,6,[s2-s4],[m2-m8-m9-m62-m85-m86]
0,2,4,[s4-s11],[m2-m7-m8-m9]
0,5,17,[s4-s5-s11-s15-s16],[m464-m467-m474-m594-m606-m607-m649-m651-m658-m659-m660-m667-m668-m669-m673-m681-m727]
0,2,4,[s1-s4],[m2-m7-m52-m53]
0,2,5,[s2-s5],[m2-m7-m8-m85-m160]
0,4,4,[s3-s9-s11-s12],[m2-m471-m545-m581]
0,1,4,[s9],[m337-m405-m406-m599]
0,1,6,[s2],[m670-m698-m699-m720-m723-m799]
0,4,6,[s1-s2-s4-s5],[m112-m556-m568-m629-m645-m646]
0,3,3,[s2-s4-s5],[m692-m693-m724]
0,3,4,[s2-s4-s17],[m2-m62-m84-m86]
0,4,3,[s2-s4-s5-s18],[m2-m7-m543]
0,3,27,[s1-s2-s4],[m53-m110-m112-m175-m183-m252-m253-m254-m255-m256-m257-m258-m259-m260-m261-m262-m263-m264-m265-m266-m267-m268-m269-m511-m513-m515-m670]
0,5,5,[s1-s2-s4-s5-s9],[m29-m30-m33-m223-m448]
0,6,13,[s1-s4-s5-s11-s15-s16],[m129-m301-m302-m303-m304-m305-m306-m307-m308-m309-m310-m312-m314]
0,1,5,[s1],[m83-m147-m337-m406-m407]
0,2,4,[s2-s18],[m2-m7-m251-m751]
0,6,4,[s2-s4-s5-s12-s15-s16],[m2-m471-m548-m581]
0,2,3,[s1-s2],[m56-m70-m109]
0,1,11,[s5],[m2-m501-m502-m522-m523-m524-m525-m526-m527-m528-m538]
0,2,3,[s4-s18],[m2-m8-m9]
0,11,3,[s1-s2-s3-s4-s6-s7-s8-s10-s11-s12-s18],[m87-m88-m89]
0,5,13,[s4-s5-s11-s15-s16],[m464-m474-m606-m607-m650-m653-m654-m659-m660-m668-m669-m671-m680]
0,1,3,[s2],[m2-m85-m86]
0,5,9,[s2-s4-s5-s10-s14],[m2-m219-m227-m296-m342-m403-m404-m503-m627]
0,2,3,[s2-s5],[m251-m300-m536]
0,2,3,[s2-s4],[m8-m9-m144]
0,1,5,[s2],[m2-m8-m9-m62-m479]
0,1,4,[s5],[m120-m121-m134-m232]
0,1,24,[s5],[m224-m239-m350-m351-m352-m359-m360-m361-m362-m363-m364-m365-m366-m367-m368-m369-m370-m371-m372-m373-m374-m375-m376-m377]
0,4,3,[s2-s4-s6-s18],[m2-m62-m480]
0,2,3,[s2-s12],[m2-m336-m581]
0,2,3,[s4-s9],[m2-m96-m117]
0,2,5,[s4-s9],[m223-m291-m508-m541-m599]
0,5,4,[s4-s5-s9-s11-s12],[m2-m7-m23-m62]
0,1,25,[s2],[m7-m8-m9-m251-m378-m398-m400-m401-m409-m410-m631-m632-m633-m634-m674-m675-m676-m677-m678-m697-m736-m737-m738-m739-m785]
0,3,9,[s4-s5-s10],[m219-m227-m296-m342-m403-m404-m503-m580-m627]
0,1,3,[s5],[m22-m73-m82]
0,1,4,[s3],[m2-m7-m118-m165]
0,4,3,[s4-s5-s10-s17],[m2-m7-m548]
0,2,16,[s2-s5],[m78-m153-m154-m214-m215-m216-m240-m241-m242-m277-m279-m280-m281-m294-m344-m354]
0,3,3,[s2-s3-s4],[m2-m7-m52]
0,5,12,[s4-s5-s11-s15-s16],[m466-m606-m607-m651-m658-m659-m660-m667-m668-m669-m673-m727]
0,3,11,[s4-s15-s16],[m452-m464-m466-m467-m473-m607-m658-m659-m669-m671-m689]
0,3,17,[s4-s5-s16],[m423-m464-m473-m595-m606-m607-m653-m658-m659-m661-m667-m669-m685-m686-m687-m689-m696]
