,dataset,#teams,#skills,#experts
0,2,4,[s1-s9],[m516-m521-m551-m611]
0,2,4,[s1-s13],[m337-m554-m611-m667]
0,3,4,[s1-s10-s13],[m504-m532-m610-m629]
0,1,4,[s1],[m601-m607-m609-m669]
0,2,6,[s1-s9],[m511-m541-m629-m666-m673-m677]
0,1,3,[s5],[m686-m752-m764]
0,2,4,[s1-s8],[m574-m605-m607-m656]
0,2,5,[s9-s20],[m520-m521-m675-m677-m678]
0,2,4,[s1-s9],[m489-m554-m558-m659]
0,3,7,[s1-s9-s20],[m489-m503-m541-m601-m676-m678-m750]
0,2,3,[s1-s5],[m489-m521-m666]
0,3,3,[s1-s9-s20],[m467-m657-m790]
0,3,3,[s1-s3-s9],[m541-m611-m677]
0,1,4,[s1],[m521-m546-m610-m611]
0,3,4,[s1-s10-s12],[m504-m546-m610-m611]
0,1,3,[s1],[m520-m601-m675]
0,3,3,[s1-s10-s12],[m574-m605-m656]
0,2,6,[s1-s9],[m590-m600-m601-m645-m664-m678]
327,1,3,[s1],[m364-m439-m737]
0,2,3,[s1-s9],[m540-m594-m658]
0,2,3,[s1-s14],[m686-m792-m793]
324,1,3,[s2],[m257-m315-m383]
0,3,4,[s1-s3-s6],[m262-m264-m283-m369]
0,1,3,[s1],[m722-m723-m774]
0,3,3,[s1-s3-s8],[m723-m774-m794]
0,1,3,[s20],[m765-m772-m773]
0,2,3,[s1-s6],[m725-m755-m756]
0,2,3,[s1-s6],[m756-m795-m796]
0,1,3,[s1],[m755-m797-m798]
0,1,3,[s1],[m728-m799-m800]
0,2,3,[s6-s15],[m798-m801-m802]
0,1,3,[s6],[m731-m775-m803]
0,1,5,[s1],[m731-m732-m755-m757-m803]
0,1,3,[s6],[m731-m755-m803]
0,1,3,[s1],[m732-m755-m803]
0,3,3,[s5-s6-s8],[m725-m757-m795]
0,1,3,[s4],[m701-m724-m734]
0,3,4,[s1-s6-s12],[m724-m732-m757-m804]
0,1,3,[s1],[m566-m567-m623]
0,1,3,[s1],[m571-m637-m737]
326,1,3,[s1],[m704-m706-m779]
326,1,3,[s1],[m704-m706-m779]
326,1,3,[s1],[m704-m706-m779]
327,1,3,[s1],[m364-m439-m737]
0,1,4,[s1],[m280-m396-m620-m636]
0,1,3,[s1],[m396-m500-m620]
0,1,6,[s1],[m563-m566-m608-m623-m748-m805]
0,1,3,[s9],[m518-m563-m623]
0,2,3,[s1-s10],[m650-m652-m781]
0,3,3,[s1-s5-s9],[m489-m537-m684]
328,1,3,[s2],[m381-m631-m744]
0,2,5,[s1-s8],[m540-m663-m673-m678-m777]
0,2,6,[s1-s10],[m528-m605-m614-m649-m667-m679]
0,2,3,[s1-s8],[m558-m667-m677]
0,3,4,[s1-s3-s9],[m502-m601-m649-m705]
0,1,4,[s1],[m502-m547-m656-m669]
0,1,3,[s1],[m614-m619-m680]
0,3,5,[s9-s13-s15],[m337-m558-m601-m669-m806]
0,1,3,[s2],[m415-m613-m617]
0,2,4,[s2-s9],[m520-m601-m643-m675]
0,1,3,[s1],[m551-m614-m643]
0,3,5,[s1-s10-s20],[m502-m547-m635-m656-m668]
0,2,4,[s1-s9],[m337-m614-m678-m807]
0,1,3,[s9],[m707-m743-m783]
0,2,3,[s2-s3],[m214-m233-m456]
0,1,5,[s9],[m573-m615-m652-m694-m739]
0,1,5,[s1],[m586-m660-m689-m712-m713]
0,1,4,[s1],[m390-m586-m637-m713]
0,2,3,[s1-s5],[m704-m706-m782]
0,1,4,[s2],[m23-m402-m613-m697]
0,3,4,[s1-s10-s13],[m615-m652-m766-m781]
0,2,4,[s1-s6],[m429-m481-m695-m808]
0,1,5,[s9],[m573-m618-m711-m743-m767]
0,1,3,[s9],[m711-m767-m809]
329,3,3,[s1-s5-s20],[m759-m760-m761]
0,3,3,[s1-s10-s20],[m625-m752-m810]
0,1,4,[s1],[m625-m746-m811-m812]
0,2,3,[s9-s10],[m269-m506-m630]
0,3,4,[s3-s6-s19],[m52-m56-m578-m595]
0,2,3,[s1-s9],[m593-m696-m743]
0,1,6,[s1],[m502-m547-m635-m656-m667-m669]
0,1,3,[s3],[m166-m480-m512]
0,1,4,[s1],[m56-m214-m324-m512]
0,3,4,[s3-s6-s10],[m97-m397-m530-m742]
0,1,4,[s2],[m418-m443-m458-m577]
0,2,4,[s6-s9],[m62-m250-m397-m627]
0,1,3,[s4],[m205-m468-m742]
0,3,3,[s1-s5-s8],[m302-m496-m612]
0,3,5,[s1-s5-s16],[m329-m337-m427-m507-m578]
0,1,5,[s9],[m572-m628-m711-m783-m813]
336,2,3,[s2-s6],[m231-m456-m508]
0,2,4,[s3-s17],[m163-m211-m316-m484]
0,2,3,[s2-s6],[m107-m452-m672]
0,1,3,[s3],[m333-m507-m814]
337,3,3,[s2-s3-s6],[m214-m383-m456]
0,3,4,[s6-s9-s16],[m62-m250-m397-m627]
0,3,4,[s5-s9-s20],[m250-m535-m595-m744]
0,3,3,[s1-s5-s19],[m615-m652-m815]
330,1,5,[s2],[m418-m443-m458-m507-m577]
331,1,3,[s2],[m622-m631-m744]
0,1,4,[s1],[m689-m704-m712-m782]
0,3,3,[s1-s5-s7],[m114-m254-m445]
0,2,3,[s5-s9],[m116-m217-m478]
332,1,4,[s2],[m598-m622-m631-m744]
0,3,3,[s1-s9-s10],[m540-m607-m777]
0,3,4,[s1-s3-s6],[m23-m347-m402-m444]
0,3,4,[s1-s5-s9],[m520-m521-m536-m607]
0,3,3,[s10-s12-s18],[m23-m430-m613]
349,1,4,[s9],[m618-m681-m743-m808]
0,3,4,[s1-s10-s18],[m251-m457-m527-m531]
0,3,4,[s1-s3-s5],[m380-m381-m595-m613]
0,3,3,[s1-s6-s10],[m479-m493-m527]
0,1,3,[s3],[m468-m513-m514]
0,3,3,[s1-s3-s6],[m166-m333-m507]
0,1,3,[s17],[m257-m576-m741]
0,3,3,[s1-s5-s8],[m149-m244-m444]
332,1,4,[s2],[m598-m622-m631-m744]
346,1,6,[s2],[m418-m443-m458-m507-m533-m577]
0,1,3,[s2],[m402-m465-m613]
0,3,3,[s3-s6-s10],[m146-m251-m491]
333,1,4,[s2],[m374-m497-m534-m655]
0,1,4,[s1],[m396-m704-m712-m782]
316,3,4,[s3-s6-s9],[m62-m250-m397-m627]
0,1,3,[s1],[m343-m580-m624]
0,2,3,[s5-s9],[m244-m326-m454]
0,2,4,[s1-s9],[m615-m652-m710-m783]
334,1,3,[s2],[m242-m576-m644]
0,2,3,[s1-s5],[m528-m571-m713]
0,3,3,[s5-s9-s19],[m250-m535-m744]
308,1,4,[s2],[m535-m538-m591-m595]
313,1,4,[s2],[m374-m406-m534-m655]
335,1,4,[s2],[m525-m535-m538-m591]
0,1,3,[s1],[m555-m639-m695]
0,1,3,[s1],[m704-m712-m763]
347,1,3,[s9],[m439-m706-m816]
0,1,3,[s1],[m661-m770-m778]
0,3,5,[s3-s6-s19],[m443-m458-m507-m533-m577]
0,2,3,[s1-s9],[m302-m496-m612]
336,2,3,[s2-s6],[m231-m456-m508]
339,1,4,[s9],[m400-m479-m493-m527]
344,1,4,[s9],[m62-m250-m397-m627]
0,3,3,[s1-s10-s18],[m210-m402-m444]
0,1,5,[s2],[m148-m231-m400-m762-m780]
0,1,3,[s2],[m231-m373-m456]
0,3,4,[s3-s15-s17],[m479-m493-m531-m780]
0,1,3,[s9],[m141-m205-m496]
0,1,3,[s1],[m580-m704-m737]
0,1,4,[s9],[m498-m593-m719-m813]
337,3,3,[s2-s3-s6],[m214-m383-m456]
0,2,3,[s2-s5],[m300-m465-m714]
0,3,4,[s1-s6-s10],[m400-m479-m493-m527]
0,1,3,[s1],[m177-m396-m782]
0,1,3,[s1],[m571-m580-m770]
0,1,5,[s9],[m618-m707-m711-m767-m808]
0,3,3,[s1-s10-s18],[m371-m386-m744]
0,2,3,[s5-s9],[m221-m526-m578]
0,3,3,[s1-s9-s15],[m498-m593-m696]
0,2,4,[s6-s17],[m211-m316-m421-m491]
0,1,3,[s9],[m615-m652-m708]
0,3,5,[s1-s9-s10],[m522-m601-m649-m679-m680]
0,3,4,[s2-s3-s6],[m231-m456-m508-m510]
0,2,3,[s1-s5],[m94-m209-m446]
312,1,3,[s2],[m598-m631-m744]
0,2,4,[s2-s3],[m88-m494-m530-m559]
0,1,3,[s1],[m586-m712-m778]
0,1,4,[s9],[m652-m711-m743-m766]
0,3,3,[s2-s5-s6],[m380-m381-m525]
0,3,4,[s2-s3-s6],[m231-m383-m456-m510]
0,1,4,[s1],[m390-m636-m660-m713]
0,3,4,[s1-s5-s8],[m189-m427-m444-m475]
0,1,4,[s2],[m242-m315-m576-m644]
0,1,4,[s1],[m343-m620-m751-m782]
0,1,3,[s20],[m573-m694-m739]
0,1,4,[s2],[m371-m525-m538-m591]
0,1,3,[s9],[m618-m707-m809]
0,1,4,[s1],[m372-m447-m492-m578]
348,1,3,[s2],[m443-m458-m577]
0,3,3,[s1-s6-s18],[m136-m291-m460]
0,3,3,[s1-s5-s9],[m254-m469-m490]
301,1,4,[s2],[m242-m375-m576-m644]
0,1,3,[s1],[m502-m511-m643]
0,1,3,[s2],[m443-m458-m510]
0,1,3,[s1],[m304-m631-m744]
0,3,4,[s1-s9-s20],[m337-m614-m678-m807]
0,3,3,[s1-s10-s18],[m513-m584-m612]
0,2,3,[s1-s8],[m95-m476-m640]
0,1,3,[s9],[m537-m679-m684]
0,3,3,[s5-s9-s20],[m416-m433-m486]
0,1,3,[s8],[m660-m778-m817]
0,1,4,[s2],[m211-m316-m484-m491]
334,1,3,[s2],[m242-m576-m644]
377,1,3,[s2],[m300-m465-m644]
0,3,4,[s1-s3-s15],[m20-m251-m400-m527]
0,2,5,[s1-s14],[m625-m752-m760-m764-m768]
0,2,3,[s1-s10],[m429-m481-m695]
0,3,3,[s3-s10-s13],[m189-m380-m535]
388,1,4,[s9],[m618-m710-m711-m767]
0,1,3,[s1],[m635-m818-m819]
0,2,3,[s5-s9],[m711-m767-m783]
338,1,5,[s2],[m143-m374-m406-m534-m655]
0,3,3,[s6-s9-s19],[m231-m493-m508]
0,3,3,[s1-s3-s10],[m157-m251-m741]
0,1,5,[s2],[m112-m443-m458-m533-m577]
0,3,3,[s3-s8-s9],[m243-m319-m354]
0,1,3,[s2],[m525-m538-m591]
0,1,5,[s2],[m386-m525-m535-m538-m591]
0,2,5,[s2-s6],[m163-m231-m456-m508-m742]
0,2,4,[s1-s10],[m381-m598-m631-m744]
0,2,3,[s3-s5],[m105-m527-m742]
0,1,4,[s2],[m497-m534-m559-m655]
0,2,3,[s8-s21],[m52-m132-m762]
0,2,6,[s2-s10],[m400-m479-m480-m493-m527-m670]
0,1,3,[s9],[m615-m618-m652]
322,1,5,[s9],[m573-m618-m710-m711-m767]
312,1,3,[s2],[m598-m631-m744]
0,1,5,[s2],[m318-m374-m406-m534-m655]
0,2,3,[s1-s3],[m639-m766-m781]
0,1,3,[s1],[m73-m408-m426]
0,1,3,[s2],[m491-m512-m575]
333,1,4,[s2],[m374-m497-m534-m655]
0,3,3,[s2-s6-s13],[m103-m231-m383]
0,2,3,[s1-s8],[m52-m578-m595]
0,3,3,[s1-s3-s6],[m494-m530-m559]
0,2,3,[s9-s10],[m615-m652-m743]
0,1,3,[s2],[m670-m715-m762]
339,1,4,[s9],[m400-m479-m493-m527]
0,3,3,[s1-s5-s7],[m2-m662-m719]
0,1,3,[s1],[m516-m614-m820]
0,2,5,[s9-s20],[m504-m590-m656-m659-m668]
0,2,4,[s1-s20],[m554-m656-m668-m758]
0,1,5,[s9],[m618-m707-m711-m767-m809]
0,1,3,[s9],[m573-m615-m783]
0,3,5,[s1-s10-s20],[m466-m511-m551-m657-m668]
340,2,3,[s1-s15],[m688-m784-m785]
0,1,3,[s15],[m688-m784-m785]
0,3,3,[s1-s5-s9],[m752-m760-m784]
0,2,3,[s1-s5],[m759-m761-m765]
0,2,5,[s1-s5],[m611-m635-m657-m673-m790]
0,1,3,[s9],[m331-m483-m542]
0,2,6,[s1-s20],[m600-m632-m645-m664-m667-m821]
0,2,3,[s1-s14],[m686-m747-m812]
0,2,3,[s1-s9],[m486-m539-m745]
0,2,3,[s2-s6],[m231-m233-m508]
0,2,4,[s2-s6],[m231-m456-m508-m510]
0,1,6,[s1],[m550-m600-m605-m645-m657-m664]
0,3,5,[s1-s10-s12],[m502-m645-m656-m664-m667]
0,1,5,[s1],[m467-m601-m606-m609-m669]
0,3,4,[s1-s5-s9],[m489-m606-m659-m822]
0,2,5,[s1-s9],[m511-m521-m594-m606-m790]
0,3,3,[s1-s10-s20],[m599-m601-m606]
0,1,4,[s2],[m163-m231-m383-m456]
0,2,3,[s1-s10],[m656-m668-m790]
0,2,3,[s1-s9],[m511-m605-m611]
0,3,4,[s2-s3-s6],[m88-m494-m530-m559]
0,1,3,[s1],[m517-m589-m608]
0,1,3,[s1],[m636-m660-m689]
0,1,3,[s1],[m517-m608-m623]
0,1,3,[s1],[m519-m608-m823]
0,1,6,[s1],[m519-m543-m589-m608-m805-m823]
0,1,5,[s9],[m566-m589-m608-m626-m748]
341,1,3,[s1],[m608-m623-m626]
0,3,4,[s1-s10-s12],[m541-m673-m771-m777]
0,1,3,[s15],[m688-m749-m772]
0,3,4,[s1-s9-s10],[m590-m607-m609-m669]
0,3,6,[s1-s9-s19],[m504-m516-m546-m611-m649-m657]
0,1,3,[s1],[m337-m551-m594]
0,3,4,[s1-s5-s20],[m610-m666-m676-m771]
0,3,4,[s1-s9-s20],[m610-m629-m656-m674]
0,3,3,[s1-s10-s19],[m656-m658-m771]
0,2,3,[s1-s5],[m614-m657-m679]
0,2,5,[s1-s10],[m558-m601-m649-m679-m740]
0,1,5,[s1],[m600-m645-m656-m664-m705]
0,1,3,[s1],[m516-m614-m750]
0,1,3,[s1],[m522-m594-m679]
0,2,3,[s1-s10],[m532-m635-m740]
0,2,3,[s1-s3],[m551-m663-m666]
0,2,4,[s1-s5],[m601-m619-m663-m680]
0,3,3,[s1-s10-s13],[m594-m610-m658]
0,2,3,[s9-s20],[m601-m673-m791]
0,2,4,[s1-s5],[m504-m516-m605-m611]
0,1,5,[s1],[m504-m600-m605-m645-m656]
0,1,6,[s9],[m574-m590-m600-m645-m664-m807]
0,1,5,[s9],[m337-m599-m601-m607-m651]
0,1,6,[s1],[m337-m536-m558-m601-m635-m669]
0,1,4,[s1],[m337-m558-m601-m669]
0,2,5,[s1-s9],[m558-m601-m669-m678-m790]
0,2,5,[s1-s9],[m522-m601-m649-m663-m680]
0,2,5,[s1-s5],[m337-m558-m601-m669-m678]
0,2,4,[s1-s13],[m536-m600-m673-m777]
0,1,3,[s1],[m554-m656-m676]
0,2,6,[s1-s9],[m511-m541-m629-m673-m677-m777]
0,2,4,[s1-s9],[m532-m590-m790-m807]
0,3,3,[s1-s10-s12],[m536-m674-m677]
0,2,4,[s1-s14],[m511-m607-m614-m657]
342,2,3,[s1-s5],[m601-m607-m609]
0,3,3,[s1-s9-s14],[m520-m607-m659]
0,2,3,[s1-s9],[m610-m643-m673]
0,1,5,[s1],[m551-m656-m668-m676-m824]
0,1,3,[s9],[m503-m601-m675]
0,2,5,[s1-s5],[m522-m536-m601-m649-m677]
0,3,3,[s1-s9-s20],[m532-m607-m678]
0,1,3,[s9],[m574-m594-m679]
0,2,4,[s1-s10],[m504-m546-m594-m790]
0,1,3,[s9],[m337-m614-m684]
0,1,5,[s1],[m574-m601-m657-m675-m680]
0,2,4,[s1-s9],[m554-m659-m675-m680]
0,2,5,[s1-s14],[m511-m541-m673-m677-m750]
0,2,4,[s1-s9],[m551-m601-m663-m675]
0,1,3,[s1],[m610-m649-m777]
0,2,3,[s1-s9],[m522-m554-m659]
0,2,4,[s1-s15],[m467-m605-m657-m673]
449,2,3,[s1-s20],[m787-m788-m825]
0,3,3,[s1-s9-s10],[m554-m659-m771]
0,1,3,[s1],[m724-m731-m757]
0,1,3,[s1],[m690-m692-m826]
0,2,3,[s1-s8],[m794-m827-m828]
0,2,3,[s1-s10],[m829-m830-m831]
0,2,4,[s1-s5],[m754-m831-m832-m833]
0,1,4,[s1],[m282-m343-m624-m834]
0,1,4,[s1],[m764-m768-m792-m810]
0,1,4,[s1],[m703-m728-m835-m836]
0,1,4,[s9],[m390-m661-m763-m770]
0,2,5,[s6-s11],[m701-m724-m732-m734-m755]
0,2,3,[s1-s6],[m732-m775-m837]
0,1,3,[s1],[m569-m608-m623]
0,2,7,[s6-s8],[m724-m732-m734-m757-m775-m837-m838]
0,3,5,[s3-s6-s14],[m731-m732-m734-m775-m804]
0,1,4,[s9],[m589-m608-m623-m805]
0,1,4,[s1],[m405-m660-m689-m704]
0,1,3,[s1],[m704-m737-m763]
0,1,3,[s1],[m262-m264-m369]
0,1,3,[s10],[m587-m608-m623]
0,1,3,[s1],[m285-m661-m770]
356,1,3,[s1],[m566-m608-m623]
0,1,5,[s9],[m537-m594-m649-m679-m684]
0,2,5,[s1-s9],[m337-m520-m521-m614-m643]
0,1,5,[s1],[m502-m547-m635-m656-m669]
0,3,5,[s1-s5-s9],[m337-m541-m547-m656-m673]
0,3,3,[s1-s2-s9],[m502-m522-m758]
0,2,5,[s1-s5],[m601-m619-m657-m663-m680]
0,1,4,[s9],[m489-m537-m657-m684]
0,1,3,[s9],[m489-m537-m684]
0,2,3,[s9-s15],[m307-m485-m515]
0,3,4,[s1-s10-s13],[m594-m605-m657-m680]
0,3,5,[s1-s2-s9],[m502-m522-m601-m649-m758]
0,3,3,[s9-s14-s20],[m503-m601-m657]
0,1,3,[s9],[m426-m435-m720]
0,2,5,[s1-s9],[m599-m601-m651-m659-m806]
0,3,3,[s3-s6-s7],[m35-m95-m613]
0,2,5,[s1-s5],[m502-m546-m547-m656-m669]
0,2,6,[s1-s9],[m504-m590-m600-m645-m664-m807]
0,1,5,[s1],[m405-m614-m635-m643-m750]
0,1,3,[s9],[m473-m499-m628]
0,1,3,[s9],[m498-m593-m696]
0,2,6,[s1-s9],[m615-m652-m681-m710-m781-m813]
0,2,4,[s2-s3],[m30-m267-m382-m513]
0,1,4,[s1],[m582-m721-m839-m840]
0,1,5,[s9],[m573-m615-m652-m743-m783]
0,2,3,[s1-s12],[m182-m486-m562]
0,1,3,[s3],[m708-m711-m767]
0,2,3,[s5-s9],[m539-m552-m553]
0,1,3,[s3],[m97-m257-m742]
0,3,3,[s1-s3-s6],[m513-m584-m641]
0,1,6,[s1],[m600-m601-m645-m664-m705-m841]
0,2,3,[s1-s5],[m224-m297-m404]
0,1,4,[s1],[m681-m707-m766-m781]
359,1,4,[s2],[m171-m497-m534-m655]
0,1,4,[s9],[m660-m661-m778-m816]
0,2,4,[s1-s13],[m466-m550-m614-m649]
354,1,4,[s2],[m171-m406-m534-m655]
0,3,3,[s1-s7-s8],[m205-m468-m842]
0,3,3,[s1-s5-s18],[m135-m513-m612]
0,2,3,[s5-s9],[m707-m708-m843]
0,3,4,[s9-s15-s17],[m537-m601-m607-m684]
0,3,3,[s9-s15-s22],[m482-m579-m844]
0,3,3,[s1-s6-s10],[m504-m521-m610]
0,1,4,[s2],[m535-m622-m642-m744]
0,3,3,[s3-s6-s17],[m211-m316-m484]
0,3,4,[s3-s6-s19],[m171-m406-m534-m655]
0,3,4,[s3-s6-s12],[m97-m257-m397-m742]
0,3,5,[s2-s6-s19],[m371-m538-m598-m631-m744]
0,1,3,[s1],[m263-m704-m712]
0,1,3,[s2],[m316-m491-m575]
0,3,3,[s3-s5-s7],[m491-m512-m575]
343,1,5,[s2],[m163-m231-m383-m456-m742]
0,1,3,[s2],[m386-m631-m744]
0,1,3,[s2],[m127-m465-m613]
0,2,4,[s1-s8],[m367-m704-m712-m782]
0,2,6,[s1-s9],[m572-m573-m615-m652-m707-m743]
0,3,3,[s1-s5-s18],[m379-m419-m560]
0,1,3,[s2],[m535-m538-m631]
0,3,6,[s1-s10-s13],[m547-m550-m635-m656-m820-m821]
526,2,3,[s1-s5],[m749-m759-m761]
351,1,3,[s1],[m177-m280-m396]
343,1,5,[s2],[m163-m231-m383-m456-m742]
0,3,4,[s2-s3-s6],[m242-m375-m576-m644]
0,1,3,[s2],[m324-m494-m530]
0,1,5,[s2],[m371-m535-m598-m631-m744]
0,2,4,[s3-s9],[m248-m471-m570-m581]
0,1,3,[s9],[m615-m711-m767]
0,1,6,[s2],[m163-m231-m373-m456-m508-m742]
344,1,4,[s9],[m62-m250-m397-m627]
0,2,3,[s1-s8],[m257-m397-m576]
0,1,4,[s1],[m694-m739-m781-m845]
413,2,3,[s1-s6],[m689-m712-m713]
0,2,3,[s1-s19],[m23-m302-m329]
0,1,3,[s9],[m381-m631-m744]
0,3,5,[s2-s3-s6],[m103-m231-m456-m508-m742]
345,1,3,[s9],[m62-m250-m627]
0,3,3,[s3-s6-s13],[m205-m231-m742]
0,3,3,[s6-s9-s16],[m62-m250-m627]
0,1,3,[s1],[m439-m580-m737]
0,2,4,[s10-s12],[m625-m752-m760-m846]
346,1,6,[s2],[m418-m443-m458-m507-m533-m577]
353,1,4,[s2],[m231-m373-m456-m742]
347,1,3,[s9],[m439-m706-m816]
348,1,3,[s2],[m443-m458-m577]
0,1,5,[s6],[m211-m240-m316-m491-m495]
0,3,3,[s5-s12-s13],[m222-m381-m562]
299,1,4,[s2],[m443-m458-m507-m577]
0,1,4,[s2],[m386-m622-m642-m744]
0,1,4,[s2],[m28-m272-m349-m444]
0,1,4,[s2],[m231-m383-m510-m742]
0,1,4,[s1],[m586-m689-m713-m737]
360,1,3,[s2],[m231-m373-m742]
0,1,4,[s9],[m224-m404-m426-m581]
0,3,3,[s1-s11-s20],[m209-m351-m354]
0,1,3,[s1],[m28-m329-m444]
0,3,3,[s3-s5-s6],[m52-m457-m497]
358,1,3,[s2],[m231-m456-m742]
0,1,5,[s2],[m418-m458-m480-m507-m577]
0,2,4,[s9-s20],[m504-m599-m679-m806]
0,1,5,[s1],[m586-m636-m689-m713-m737]
367,1,3,[s1],[m704-m712-m782]
0,3,4,[s2-s3-s6],[m231-m253-m508-m742]
0,3,4,[s6-s10-s19],[m171-m497-m534-m655]
0,1,4,[s1],[m343-m620-m704-m712]
0,1,3,[s9],[m231-m250-m627]
349,1,4,[s9],[m618-m681-m743-m808]
0,1,3,[s1],[m343-m580-m737]
0,3,4,[s1-s6-s7],[m166-m418-m453-m741]
0,2,3,[s2-s9],[m386-m525-m598]
0,1,5,[s2],[m371-m535-m538-m631-m744]
0,3,4,[s2-s6-s19],[m171-m406-m534-m655]
0,3,3,[s2-s3-s8],[m418-m491-m575]
0,2,3,[s1-s18],[m428-m447-m490]
0,3,3,[s1-s5-s9],[m405-m474-m486]
0,3,5,[s1-s9-s19],[m551-m601-m607-m609-m669]
0,3,3,[s1-s5-s9],[m132-m427-m578]
0,2,3,[s6-s17],[m598-m631-m744]
0,3,3,[s1-s5-s9],[m681-m711-m767]
0,1,3,[s1],[m661-m763-m778]
0,2,7,[s1-s9],[m600-m601-m645-m657-m664-m705-m841]
301,1,4,[s2],[m242-m375-m576-m644]
0,3,3,[s5-s6-s16],[m250-m257-m397]
0,1,3,[s9],[m433-m444-m469]
0,1,4,[s2],[m222-m381-m622-m742]
299,1,4,[s2],[m443-m458-m507-m577]
0,2,4,[s9-s20],[m537-m558-m607-m806]
0,1,4,[s1],[m263-m343-m713-m737]
0,3,3,[s2-s5-s6],[m116-m221-m644]
350,1,3,[s9],[m429-m435-m471]
0,3,3,[s1-s3-s6],[m689-m713-m834]
0,1,3,[s1],[m650-m781-m847]
351,1,3,[s1],[m177-m280-m396]
0,2,3,[s2-s9],[m266-m455-m644]
348,1,3,[s2],[m443-m458-m577]
0,2,6,[s2-s3],[m618-m707-m709-m743-m766-m783]
0,1,3,[s1],[m173-m446-m578]
0,1,4,[s2],[m211-m240-m316-m491]
0,3,3,[s3-s6-s19],[m538-m631-m744]
0,3,3,[s2-s8-s12],[m347-m355-m444]
0,2,3,[s12-s18],[m210-m326-m842]
0,1,3,[s2],[m242-m375-m644]
343,1,5,[s2],[m163-m231-m383-m456-m742]
0,3,3,[s3-s5-s15],[m468-m491-m575]
332,1,4,[s2],[m598-m622-m631-m744]
0,2,5,[s1-s9],[m571-m661-m713-m770-m817]
0,1,5,[s9],[m615-m652-m710-m711-m767]
0,1,6,[s9],[m615-m652-m710-m711-m767-m848]
352,1,3,[s2],[m379-m576-m644]
0,1,3,[s3],[m711-m767-m781]
0,3,3,[s5-s9-s20],[m386-m631-m744]
0,1,4,[s21],[m694-m739-m781-m845]
0,1,3,[s9],[m525-m535-m538]
353,1,4,[s2],[m231-m373-m456-m742]
354,1,4,[s2],[m171-m406-m534-m655]
0,1,3,[s2],[m257-m397-m456]
0,3,3,[s3-s6-s7],[m23-m612-m641]
0,1,3,[s9],[m707-m783-m813]
0,1,3,[s1],[m494-m512-m530]
0,3,3,[s2-s3-s6],[m88-m250-m559]
312,1,3,[s2],[m598-m631-m744]
0,1,3,[s2],[m19-m112-m462]
0,1,3,[s1],[m550-m619-m680]
0,1,3,[s1],[m511-m536-m550]
0,1,4,[s1],[m466-m656-m667-m668]
0,1,4,[s1],[m656-m667-m668-m824]
0,2,4,[s3-s15],[m688-m784-m785-m849]
0,1,3,[s1],[m698-m752-m784]
0,1,3,[s1],[m474-m582-m743]
0,1,3,[s1],[m482-m579-m596]
0,2,4,[s9-s20],[m601-m632-m750-m821]
0,2,5,[s1-s9],[m520-m614-m643-m657-m663]
0,3,6,[s5-s9-s14],[m337-m503-m601-m606-m659-m675]
0,3,3,[s1-s5-s14],[m489-m658-m806]
0,2,3,[s1-s5],[m541-m629-m850]
0,2,3,[s9-s13],[m554-m594-m790]
0,2,3,[s1-s6],[m563-m566-m805]
371,1,3,[s1],[m545-m623-m626]
0,1,4,[s1],[m517-m587-m608-m623]
0,1,3,[s1],[m660-m661-m778]
0,1,3,[s1],[m519-m589-m823]
0,1,3,[s1],[m517-m589-m623]
355,1,4,[s1],[m545-m589-m608-m626]
355,1,4,[s1],[m545-m589-m608-m626]
0,1,4,[s1],[m545-m623-m626-m646]
0,2,3,[s9-s20],[m566-m589-m626]
0,1,3,[s5],[m608-m623-m626]
0,1,4,[s1],[m589-m608-m623-m626]
341,1,3,[s1],[m608-m623-m626]
0,1,3,[s9],[m589-m608-m626]
0,1,5,[s1],[m519-m608-m623-m626-m823]
0,1,6,[s1],[m545-m587-m589-m608-m623-m626]
0,1,6,[s1],[m519-m545-m608-m623-m626-m823]
0,1,4,[s9],[m608-m623-m626-m646]
431,1,3,[s9],[m519-m589-m626]
0,2,3,[s1-s14],[m625-m686-m768]
0,3,3,[s1-s9-s15],[m747-m765-m812]
0,2,3,[s1-s9],[m551-m614-m750]
0,3,5,[s1-s5-s9],[m532-m554-m663-m678-m807]
0,2,7,[s1-s10],[m521-m536-m574-m601-m605-m675-m679]
0,3,4,[s1-s10-s20],[m659-m677-m807-m841]
0,3,5,[s1-s10-s13],[m601-m605-m607-m609-m669]
0,1,3,[s1],[m764-m810-m851]
0,2,3,[s5-s9],[m541-m601-m678]
0,2,3,[s1-s10],[m619-m645-m680]
0,2,3,[s1-s5],[m600-m664-m666]
0,1,3,[s1],[m574-m614-m680]
0,2,4,[s9-s20],[m601-m610-m673-m791]
0,1,3,[s1],[m467-m677-m807]
0,1,3,[s1],[m519-m545-m623]
0,1,4,[s1],[m466-m503-m521-m614]
0,1,5,[s1],[m522-m601-m649-m679-m680]
0,3,6,[s5-s9-s20],[m511-m541-m601-m673-m677-m678]
0,1,3,[s1],[m520-m643-m777]
0,1,6,[s1],[m550-m600-m632-m645-m664-m821]
0,2,3,[s1-s10],[m532-m590-m807]
0,3,3,[s1-s10-s20],[m466-m674-m679]
401,2,3,[s1-s9],[m787-m825-m852]
0,1,3,[s1],[m489-m666-m667]
